gene,0h,12h,24h,36h,48h,72h
Gm21731,0,5.572846152,8.22889733,7.066659091,5.682706313,3.449871404
Pim2,0,-0.972318643,-0.859522082,-1.138202231,-1.18009094,-1.47865688
N4bp2,0,0.771257573,0.33484362,0.172788508,0.370152337,0.633426341
Epn2,0,-0.715717443,-0.305067257,-0.291909321,-0.314000409,-0.177386248
Gm13962,0,8.540847611,9.862027347,8.91676715,7.39515053,6.41664857
Pdcd6ip,0,-0.687218714,-0.547486014,-0.513888498,-0.285126271,0.178463669
EU599041,0,1.178147949,0.285334891,0.290876654,0.212686676,0.033139966
Rgs12,0,-1.068515093,-0.982053949,-0.754059934,-0.820697955,-0.44220661
Fam222a,0,2.247268726,2.383727999,1.484273195,0.659440749,0.703427634
Cd74,0,-1.431465551,-1.176220929,-1.250832598,-2.177327041,-2.192055368
Plcb1,0,3.267752784,5.110730892,3.847869302,2.971115564,2.280691695
Marf1,0,-0.677584759,-0.255077968,0.027748522,0.037589616,0.341270429
Cdkn1c,0,-1.078084286,-1.18843857,-1.226566923,-1.692793651,-1.845741684
Syngr3,0,-1.157131908,-1.309614141,-1.687421936,-2.037899061,-1.961812515
Gm5543,0,8.581885164,12.43151038,11.34972392,9.972130665,8.912992039
Ciita,0,5.578106373,6.579913714,5.632653948,4.76044674,4.273321719
Gm15455,0,3.486090085,5.557729541,4.500632991,3.606218121,2.727748132
Rep.MT2B2.LTR.ERVL,0,1.020363878,1.40032685,0.886379787,0.590109038,0.624955594
Ahctf1,0,0.60582656,0.552821216,0.311344694,0.272391895,0.193459783
Trappc9,0,-0.906387572,-0.339957455,-0.082614586,0.128161665,0.618529588
Pld6,0,-1.225196433,-0.812409526,-0.539739642,-0.272101345,-0.12103636
Pim1,0,-0.729114946,0.382572363,0.524595309,0.687568662,0.980052646
Ripk1,0,2.360390597,1.295678018,0.349868965,0.376506395,0.718429961
Sox4,0,1.246319973,1.266144326,1.189074209,0.729804207,-0.161649761
Igsf3,0,0.815378253,0.246971828,0.111076497,0.04223433,0.310988659
BB557941,0,4.042351687,4.605230818,3.361930782,3.251801212,1.190029052
Bex6,0,6.204756902,8.636495236,7.959840984,6.617182749,5.217283825
Rep.ORR1A1-int.LTR.ERVL-MaLR,0,0.747741167,1.447978606,0.939502015,0.636208305,0.849372543
B020004J07Rik,0,6.150329715,9.103279285,7.758952701,7.035291195,5.678286501
Rc3h1,0,-0.697391595,-0.398179141,-0.237749997,-0.165811343,-0.188556647
0610005C13Rik,0,3.496651909,3.279088051,2.053434149,1.404728402,1.421680587
Stx5a,0,1.062509982,1.113273074,0.388824732,0.349586428,0.423188049
Cep170b,0,-0.689550688,0.036014392,0.56197994,0.451202672,0.740547919
Pcyt1a,0,1.176853707,1.391138724,1.057190633,0.892509319,0.156365902
Abtb2,0,-1.161596957,-0.434645486,-0.193257102,-0.509974652,-0.46586143
Gm8947,0,8.476255517,9.985551818,9.026071154,7.50442167,6.483729122
BC061212,0,4.841590675,5.438900694,4.22136082,3.515367181,2.78064583
Stx1b,0,-1.224926909,-0.985099087,-0.734033166,-1.452740552,-1.389852466
Smox,0,-1.096372335,-0.705119188,-0.497807167,-0.417514036,-0.212605138
Ypel3,0,-0.8028734,-0.712450241,-0.613565563,-0.387744765,-0.228086927
Trabd2b,0,6.071661863,7.887829166,6.705437978,5.990233667,4.823499738
Pdzd2,0,1.354236867,1.456446738,1.024981382,0.568503937,1.078572689
Echdc3,0,2.304105563,4.309249455,3.322607515,2.688326554,1.771482075
Gm4567,0,8.335794702,10.85746611,9.831770907,8.047135436,6.413592452
Gm45551,0,8.513672709,8.599911761,8.491994516,7.872941849,7.334399896
Hic2,0,0.795802246,1.293200689,1.712344556,1.64621238,1.579645857
Gm13696,0,8.297444849,10.4712316,9.486051962,8.551456119,7.255421669
Itpr1,0,-0.593018358,0.027328751,0.433471695,0.150657793,0.120865908
Bmp7,0,-1.131732602,0.025135596,0.676815678,1.022090359,1.120721189
Lonrf3,0,1.28241869,2.220986061,1.879264127,1.741864934,1.506779423
Tlk2,0,0.647212218,0.870114942,0.570242404,0.709528448,0.675385859
Gm13695,0,8.301660352,10.46704872,9.45518744,8.464058681,7.041535378
Pnma5,0,-1.033073784,-0.84071966,-1.259296476,-1.584871814,-1.461994369
Khdc4,0,-0.626963806,-0.529975229,-0.334670072,-0.2346327,0.024403092
Gpbp1l1,0,0.614025992,1.137464807,0.442543479,0.179141421,-0.296269916
Dennd4a,0,-0.822034822,-0.432086488,0.014728613,-0.352714986,-0.53218012
Ldhb,0,-0.616128619,0.088749569,0.504157921,0.688738075,0.312804263
Cstf2t,0,0.790330559,0.457063455,-0.018133584,-0.162679304,-0.508698611
Gm47510,0,4.855754207,6.340612983,5.075913603,4.706418826,3.556255568
Tcf7,0,-0.747115312,-0.912972325,-1.056318762,-1.101374851,-0.900151348
Alkbh5,0,-0.726307189,-0.693940782,-0.799474433,-0.808486954,-0.650305697
Gm48388,0,8.304905656,9.935890417,9.28390496,7.844924367,6.615546761
Pdk1,0,0.579837792,-0.432739255,-1.894993795,-1.896580355,-1.60171067
CAAA01098150.1,0,8.220597102,10.6745731,9.796630935,8.37166608,7.086610764
Fam199x,0,-0.931968016,-0.510183674,-0.198338192,-0.151990615,-0.087557669
Gng3,0,-0.784344707,-0.981911584,-1.109257937,-1.128075426,-1.611822822
Ankrd26,0,0.80724945,0.623994404,0.465186707,0.197531577,0.089967602
Gm4779,0,-0.920970518,0.147555237,0.453393065,0.213972368,0.380684938
A530032D15Rik,0,4.15419072,5.417209466,4.626963756,3.782378288,2.762994265
Gbf1,0,-0.736176499,-0.322451608,-0.223979263,-0.113375135,0.096472217
Gng12,0,-0.776773976,-0.211229508,0.07014196,0.072607377,0.219870202
Gm5435,0,3.651440545,6.973296307,5.451472001,4.10152528,2.876597778
Suv39h1,0,-0.733514981,-0.162222449,-0.028895857,0.096652825,0.158367648
Arid2,0,0.700462712,0.288345435,0.332454818,0.327486797,0.637610149
Rif1,0,0.658405989,0.646166624,0.563592756,0.606969042,0.940425733
Cd3eap,0,1.191956084,0.841150806,0.412160904,0.204511292,-0.163069058
Fam53c,0,-0.678868373,-0.223093649,-0.537345519,-1.140998365,-1.312557849
4933440M02Rik,0,5.974203289,7.290661649,6.705376473,6.20695056,4.635690634
Fbxo16,0,1.748271337,1.712927561,0.950126361,0.937363489,0.599251439
Mecom,0,5.176520553,5.986151646,5.239926402,4.98762169,3.683569259
Cic,0,-0.628430161,-0.351964026,0.027134779,-0.26230976,-0.197348698
Thap12,0,0.91116438,0.797681929,0.552505849,0.526643329,0.176324503
Fsd1,0,-0.802591172,-0.807347851,-0.971071413,-1.128622467,-0.897684723
Fam131a,0,-1.761387881,-0.844234193,-0.908442417,-1.37016486,-2.028450729
Frmd4a,0,1.355501285,0.845510809,0.859897827,1.033492508,1.278848179
Zic3,0,0.763281897,0.351972325,-0.796510092,-1.180061529,-0.908033461
9930104L06Rik,0,-0.836934671,-0.735278904,-0.540128074,-0.326827405,-0.049346778
Trub2,0,0.902592981,0.403104934,0.236041028,0.200186433,0.423318463
Gm4526,0,8.145609523,11.04393689,10.11477854,7.949375402,6.894550577
Gm49187,0,3.980662351,7.560655887,6.827517125,5.506398155,4.324703607
Rab14,0,-0.591197974,-0.307847531,-0.059523566,0.241554305,0.532878062
Nufip1,0,-0.563576462,-0.383391741,-0.507748837,-0.291576083,-0.063849845
Pum2,0,0.559750487,0.494217069,0.490824129,0.72985094,0.848531237
Gm21034,0,8.15018542,8.787150856,8.368707593,7.192599369,6.481743054
Mthfd2,0,0.601501984,1.22400093,1.171674362,1.369485708,1.231171957
Tbcc,0,1.535741504,2.156976857,1.289796459,0.495220314,-0.432476068
Slc39a10,0,0.620676873,-0.147886235,0.042760964,0.487676497,0.51323641
Mfsd4a,0,-0.830472568,-0.895779811,-0.842335536,-0.888098186,-0.64514247
Gm9176,0,5.04220818,8.3372867,7.300500952,6.291291364,5.560647907
Dusp1,0,0.970267907,1.004156071,0.585663088,0.242411607,0.230190783
Gm6489,0,5.961250653,6.959169625,6.193730158,6.295900683,4.95229914
Pcbp3,0,-0.875801702,-0.207383892,-0.289631045,-0.332529359,-0.251897361
4931428L18Rik,0,8.173147584,8.730610994,7.829067643,7.099835908,6.480750352
Slc25a28,0,-0.626787201,-0.139952885,-0.047374456,0.152349112,0.294187524
Zfp738,0,1.184972306,0.719523628,0.912652081,1.094773616,0.862898445
Cabin1,0,-0.571442538,-0.350870474,-0.047007879,0.006182609,0.310895212
Btg2,0,-0.666496167,-0.388574873,-1.063195115,-1.39176195,-1.724013863
Tpo,0,2.958233132,4.404756839,3.584004684,2.485448716,0.594237824
Gm13078,0,3.98627038,5.435811037,4.873853168,3.879772094,2.636441573
Kif1b,0,-0.584040917,-0.103824784,0.007152945,-0.211634111,-0.089795898
Ctnnbip1,0,-0.761165571,-0.493237226,-0.619552895,-0.845143066,-0.736252565
Gm5698,0,4.892353352,5.793483534,4.992365482,4.953656786,3.630568661
Homez,0,2.022864676,1.032965291,0.275750923,-0.821208032,-1.812327645
Rep.RLTR9D.LTR.ERVK,0,0.796698415,0.890065755,0.536926482,0.044928346,0.053710313
Sdc1,0,-0.602576422,-0.456645019,-0.530931265,-0.401320914,-0.290628936
Rasa4,0,-0.832098108,-0.796009683,-0.990081649,-1.275817382,-1.479099021
Cd81,0,-0.542847145,-0.1939639,-0.29480022,0.016236299,0.016744728
Gm5890,0,5.861235102,8.912153074,7.782986421,6.148274171,4.904270553
Col18a1,0,-0.552845185,-0.648035066,-0.501483775,-0.450018674,-0.002824832
Duox2,0,3.51683161,5.114981423,3.704847548,2.982418346,2.026743589
1700052K11Rik,0,3.216638742,4.043664268,3.474231782,3.115495198,1.974548404
Sfi1,0,0.702161132,0.97348628,1.18951235,1.082153817,1.12228412
Enpp5,0,-0.845190403,0.136049908,0.776200342,1.044220579,0.6071574
AI987944,0,1.685734065,1.408191187,1.149731434,0.87911093,0.468557037
Ammecr1l,0,1.345937023,1.098798383,1.17678732,1.012255206,1.075626758
Lemd1,0,1.760849014,0.698739193,-0.69609869,-0.078145375,0.170584884
Ccdc141,0,1.189576586,0.437589582,0.088101634,0.540497192,0.691697263
Rbm15b,0,0.811273512,0.687768489,0.580555273,0.092848215,0.125961986
Limd2,0,-0.86273212,-0.678770961,-0.467286439,-0.593039663,-0.72246821
Eid2,0,1.070258986,0.899489631,0.471660245,0.523593007,0.102075784
Dusp5,0,1.359644756,1.460868543,1.33758249,1.200515819,1.089609098
Topors,0,0.717609143,0.810890266,0.508217456,0.443191456,0.313611251
Prr14l,0,0.679148794,0.260235501,0.08496997,-0.341733438,-0.338015487
Dgke,0,-0.665282872,-0.633470627,-0.576202829,-0.535768747,-0.436588397
Spred1,0,0.669908473,0.276333099,0.046956357,-0.128076132,-0.017986126
Slc30a1,0,0.705689553,1.007226311,0.748869861,0.453685095,-0.079090764
Thsd1,0,1.533220414,0.356062927,-0.519961003,-1.64557891,-1.668722024
Rep.RMER12B.LTR.ERVK,0,-1.021796696,-1.03860815,-0.390831103,-0.462443207,-0.042340313
Arap2,0,0.99653143,1.354102686,0.709068385,0.919212332,0.898230924
Flrt3,0,2.237577592,1.941101024,1.655951694,0.693985302,0.17687156
Usp9x,0,0.498402013,0.299260226,0.048893478,-0.234538263,-0.1161723
Plvap,0,-1.402813311,-0.99784478,-0.599902678,-0.579668996,-1.17855263
Arl3,0,-0.724954633,-0.506583411,-0.359360207,-0.234810672,-0.460463855
Gm12620,0,4.913199043,8.406252709,7.210990756,5.709779729,5.08097585
Epb41,0,-0.542045061,-0.169922516,0.018452109,-0.129277316,-0.100626691
Fa2h,0,-2.22212779,-0.514812586,0.094104634,-0.5811065,-1.891254135
Akap11,0,0.546050749,0.616821659,0.391918877,0.059289951,-0.051048744
Sp4,0,-0.888652703,-0.294716915,-0.189713735,-0.638666304,-1.03938397
Gm21781,0,-0.698858822,-0.621284365,-0.759099012,-1.273524129,-1.665016381
Ska2,0,1.190117909,1.554803698,1.429850671,1.866038335,1.393522063
Tcf19,0,-0.769024006,-0.679335477,-1.13220389,-1.322571978,-2.151399865
Fam122a,0,2.616165166,2.640331838,1.938855585,2.013115779,1.638066233
Col4a3bp,0,0.693802489,0.802738183,0.448307602,0.314758722,0.156394336
Rprd1a,0,-0.55229008,-0.145898063,-0.126735131,-0.181822114,-0.279988507
Cited2,0,0.857464997,0.938600358,0.532978378,0.180676333,-0.011730227
Zfp280b,0,0.530428908,0.268460444,0.219516631,0.227382757,0.129775796
Sirt1,0,0.645726592,0.915829109,0.680003114,0.597738175,0.629620314
Cdk2ap2,0,-0.667321735,-0.499021871,-0.839761594,-0.792555447,-0.931746072
Cnst,0,-0.737995048,-0.274451782,-0.143105855,0.061493107,0.139979416
Trf,0,-0.862155444,-0.22651952,0.683913948,0.593385487,0.416138363
Ube4b,0,-0.516544075,-0.402065747,-0.111463345,-0.023775467,0.140676728
Adar,0,0.702655408,0.52210419,0.424915125,0.239698981,0.399950322
Epc1,0,1.179898903,1.49175852,1.6524376,1.664788832,1.359843673
Tdpoz5,0,7.839664639,11.39353818,10.23590868,8.961393496,7.892324441
Rab3d,0,-1.049807873,-0.781152378,-0.882143817,-1.484565974,-1.677922779
Slc16a1,0,0.501991785,0.674463705,0.407292442,0.718519624,0.525445568
Tmem38a,0,-0.838235598,-0.285473099,-0.277981806,-0.099328983,-0.238739285
Tiparp,0,0.67374017,0.281500385,0.254884651,0.507276708,0.739674647
Csrnp1,0,1.025977394,2.513553287,1.498191709,1.073659875,0.491829179
Ptbp2,0,0.777560727,0.281478156,0.716302439,1.026737884,1.21668427
Zfp654,0,0.807017132,0.859135491,0.715143988,0.574700462,0.646798711
Usp38,0,0.790947296,0.760499123,0.233489985,0.183089609,-0.518123305
Apc,0,0.544290344,0.397444484,0.71774391,0.736869247,0.796254237
Socs5,0,1.619862383,1.242773413,0.759366698,0.704129768,-0.154934266
Foxj2,0,-0.994188493,-1.156489059,-1.104880864,-1.366045709,-1.044969736
Gm46996,0,4.300713829,5.284074159,4.25993369,3.233872761,2.774517861
Ccdc71l,0,1.308825259,1.558065234,1.374298654,0.87002731,0.262462077
Hdac9,0,2.198818061,3.442108214,2.876989295,2.312708985,2.209710629
Rev3l,0,0.630024254,0.522109627,0.767247304,0.739219258,0.900780928
Jade2,0,1.498188173,1.199536353,1.871698665,1.663683828,1.038566679
Kremen1,0,-0.672486841,-0.504335599,-0.401498109,-0.721764091,-0.634569231
Gm47381,0,3.383395373,5.533469213,4.454258841,3.487554708,1.577352913
Esyt1,0,-0.615989124,-0.405321437,-0.631555163,-0.425163921,-0.238468871
Gm7104,0,5.537186027,8.570524933,7.137484492,6.472230118,5.466555227
Tspyl2,0,0.62592828,0.534690569,0.294744129,0.388559739,0.043794361
Med26,0,0.956678656,1.504353766,0.995527372,0.650034264,0.069402493
Pak1,0,-0.637413217,-0.6158669,-0.774950123,-0.959521664,-1.275707264
Tbx4,0,-4.1427269,-2.712774849,-1.126951088,-1.150080067,-1.448740559
Baiap2l2,0,-1.790456871,-1.241942337,-0.840305041,-1.713740348,-2.664638008
Rchy1,0,-0.658862803,-0.455696379,-0.332942862,0.084216442,0.18602481
Trim63,0,-0.93772754,-0.309760196,0.801511808,0.873482079,0.190903933
Egr1,0,2.044584955,1.320506801,0.853489296,-0.003774388,-0.850928368
Fam214a,0,-0.963625837,-0.321074109,0.040196039,0.14512921,0.497045661
Fam83d,0,-0.610992108,-0.184527596,-0.403365128,-0.501915612,-0.493329899
Hyls1,0,0.9732975,1.4761217,0.764663462,0.821025106,0.232121242
Icam1,0,-0.556458971,-0.083764158,0.118940585,0.110140449,0.342585401
Slc25a25,0,-0.812693927,-0.461481033,-0.650251998,-0.749108529,-1.070241035
Ythdc1,0,-0.508633791,-0.140273796,-0.083654146,0.180008297,0.682622784
Pnp,0,0.626060785,0.332699963,-0.587888035,-0.628874127,-0.963590449
Lrp1,0,-0.621454659,-0.74865455,-0.771559856,-0.837099751,0.386386943
Pfn2,0,-0.866197487,-0.586775509,-0.319041209,-0.402140411,-0.537198856
Scap,0,-0.628495303,-0.336121418,-0.141824828,-0.07302029,0.28938713
Gm11236,0,5.487379347,7.648799356,6.589844006,6.167495986,4.949269388
Tab3,0,0.636168064,0.288941435,-0.064903081,-0.37467204,-0.148953491
Crabp1,0,-0.546413934,-0.425511382,-0.522546503,-0.573008971,-1.322516262
Zc3h7b,0,0.580090687,0.266996321,0.17892218,0.411293803,0.790004852
Ceacam20,0,0.711381158,-0.045632821,-0.264385491,0.139160307,0.608312404
Msh3,0,0.634637137,0.39743847,0.218090795,0.169512027,0.222943105
Ppp1r8,0,0.536924108,0.816740351,0.558875146,0.772067726,0.410467345
Znhit2,0,1.35181814,1.599251973,0.85722949,0.369608162,0.133255855
Man1c1,0,-0.829324242,0.011823237,0.015970124,-0.286366447,-0.474790276
Bivm,0,0.776046888,0.489341735,0.084785539,-0.055263423,-0.108862857
Rnf10,0,-0.512242378,-0.323227197,-0.410976689,-0.231125559,0.006203994
Nsd2,0,-0.529016327,-0.078425837,0.080233433,0.053987465,-0.01768723
Enox2,0,1.084883081,1.157811133,0.723474337,0.766686789,0.433421645
Kat6a,0,0.584261632,0.840977387,0.833473222,0.589031883,0.710050101
Gm428,0,5.473576151,7.81940168,6.704021466,6.348293901,4.992310725
9530059O14Rik,0,2.582642458,1.781742486,1.376765545,-0.01265653,-0.347370184
Spire1,0,-0.629630913,-0.4032737,-0.286200844,-0.629246889,-0.839915268
Zfand6,0,-0.503811174,-0.220638775,-0.238726531,-0.18137143,-0.169581306
Zfp574,0,0.784532518,1.35544874,1.227960041,0.742008678,0.615605324
Plxnd1,0,-1.141821148,-0.538210356,0.187141852,-1.089389501,-0.867032548
Ankrd35,0,0.881579567,0.228928387,-0.128023475,0.26100517,0.488851075
Gpt2,0,0.658657473,1.077424617,0.518599895,0.250985714,0.09261002
Zfyve9,0,0.769217428,0.443756352,0.075134621,0.412520944,0.241068864
Rad9b,0,0.916927638,0.593312282,0.949253924,0.855229007,1.007208441
Smurf2,0,0.539002077,0.345275971,0.130051536,0.149381426,0.05719832
E2f2,0,0.684559257,0.07273257,-0.370039088,-0.187656145,-0.628367626
Pramef6,0,5.417639574,6.515493061,6.150668658,5.094453983,4.411368198
Fbxo34,0,0.535956792,1.726864682,0.835116375,0.336282738,-0.320610364
Trp73,0,-1.339984696,-0.465219806,0.571336926,0.496722685,-0.034079592
Gm6507,0,4.12951772,5.454292363,5.128814557,3.566442651,2.976158388
Kif3b,0,0.654247239,0.384454813,-0.259226766,-0.136643668,-0.514414452
Tspan5,0,0.775766474,0.870637547,1.420535446,1.672324568,1.280344077
Dek,0,0.481764049,-0.22412088,-0.556911043,-0.338181605,-0.087785
Alms1,0,0.506695917,0.423876945,0.194215088,-0.057166025,0.241509512
Mipep,0,-0.51370288,-0.25594772,-0.474980219,-0.177099504,-0.167274807
Nmnat2,0,-0.551218923,-0.232438852,-0.101961933,-0.162953473,-0.015811047
Spopfm2,0,7.523376538,11.0515874,9.871073686,9.022335132,7.509982868
Trim37,0,0.480334756,0.408029995,0.261142684,0.364313989,0.230806328
Myo6,0,-0.658945789,0.263152867,0.643491983,0.625617171,0.727815516
Nxt2,0,-0.613033174,-0.312978662,-0.274566591,-0.113092541,-0.375293781
Ubp1,0,-0.454978616,-0.355661417,-0.172466936,-0.264398829,-0.11555637
Rnf38,0,-0.528701652,-0.38426287,-0.408499896,-0.519065582,-0.382171421
Plekhg1,0,0.796790794,0.533329781,0.477873749,0.695217202,0.665615608
Gm9316,0,-2.65303626,-1.12852644,-1.069581598,-1.845298453,-0.722186073
Rep.RLTR13D5.LTR.ERVK,0,1.329869033,1.384842587,1.121680861,0.576901074,0.756005808
Rgs16,0,-1.10337951,0.199867801,0.167169738,-1.050943781,-0.255432471
Mapkapk2,0,-0.532149625,-0.214589941,0.007321795,0.231401429,0.277541055
Dynll2,0,-0.446661282,-0.363780222,-0.196585084,-0.418666353,-0.528959643
Oat,0,-0.471004927,-0.430472482,-0.848372459,-0.845041201,-1.325757641
Ddx28,0,0.974280515,0.553424647,0.095151836,0.305264769,-0.21690588
Gm9029,0,4.542888795,7.055141556,5.913751465,5.458223488,4.026838119
Rep.RLTR13D3.LTR.ERVK,0,1.58232518,1.669836947,1.213804611,0.555831297,0.699365413
Scaf4,0,-0.465702702,-0.238023358,0.137137801,-0.157828201,-0.032228502
Usp34,0,0.453934939,0.249289901,0.099853545,0.102965395,0.380306458
Pik3c2b,0,-0.583875247,-0.494975247,-0.19590584,0.007916172,-0.085196097
Ttll11,0,-1.692378865,-0.677017875,-0.339954681,-0.348488441,-0.648099752
Polh,0,-0.537062828,-0.442411714,-0.659193486,-0.946675377,-1.086379145
Gm48436,0,7.429215633,11.43564183,11.01070838,9.423582099,8.102393095
Strn,0,-0.582363463,-0.456031472,-0.38924494,-0.747195204,-0.64010558
Zfp105,0,1.205454974,1.011854251,0.667681637,0.400575251,0.136937005
Gm9131,0,7.699433862,10.58526635,9.902575052,8.694307077,8.057874997
Tnfrsf12a,0,-0.712936003,-0.355347521,-0.446118018,-0.166529059,-0.216103973
Brd1,0,0.473882603,0.945348222,0.892610209,0.902858582,1.027185214
Kif5c,0,-0.589110635,-0.126326498,0.035290407,-0.50470539,-0.539945893
Col2a1,0,-1.04944903,-0.691332604,-0.832674767,-1.267707644,-1.905524237
Csnk1a1,0,-0.403259497,0.04098307,0.273446604,0.537388757,0.863246872
Nepro,0,0.610211062,0.74963776,0.535539713,0.501499755,0.585987576
Card6,0,3.430497016,3.251908949,2.07416022,2.158330855,1.848073132
Afap1,0,-0.781582033,-0.156778556,0.076944165,0.241290438,1.190690007
Mbd6,0,-0.555112649,0.163549065,0.685918265,0.97273997,1.405431107
Bhlhe41,0,-1.140945259,0.743256183,2.590867748,2.991570337,2.829003464
Det1,0,0.889837014,0.976120528,0.959113274,0.72626281,0.373707197
Zfp229,0,0.844305841,0.774132361,0.64130338,0.35879303,0.108854833
Itpk1,0,0.489624552,0.267216392,0.098905063,0.594925433,1.069959267
Klc2,0,-0.581739917,-0.20028395,-0.051821263,-0.152840752,-0.165437069
Mtus1,0,0.660344587,0.535632875,0.493301829,0.231779858,0.255087179
Trp53inp2,0,-0.610797628,-0.372305361,0.008338757,-0.366534292,-0.53795807
