gene,0h,12h,24h,36h,48h,72h
Akap7,0,0.454855992,0.632548157,0.765216728,0.869421653,0.44969212
Magi1,0,-0.330123461,-0.086162937,0.176589988,0.242669136,0.206113353
Gm13135,0,1.392780929,2.880903466,2.12994352,1.949906092,0.895457648
Hspb1,0,-0.24531516,-0.972229558,-1.646203751,-1.339338009,-0.969315006
Hfm1,0,0.734015582,1.062296922,1.596940797,1.231188249,0.909963341
Iqsec2,0,-0.325727035,-0.193146762,0.054789061,-0.450095441,-0.13504556
Itga9,0,0.391323484,-0.500056748,-0.056747796,-0.389351936,0.424759081
Tgs1,0,0.24882033,0.110788082,-0.195123766,-0.31190416,-0.534176082
Calr4,0,-0.701197621,0.369721545,0.920307086,1.383928435,0.748565282
Zranb1,0,0.243577642,0.211875582,0.094195908,0.249602772,0.301354771
Tmem150c,0,1.286875133,1.979440662,0.985515034,0.962195233,-0.1458198
Intu,0,-0.294050935,-0.016772632,0.307224817,0.176161694,0.299993184
Akirin2,0,-0.246259117,0.219738871,0.118458481,0.153412421,0.060833013
Fbxl12,0,-0.357740755,0.047704675,0.048094689,-0.005765774,-0.109294765
Parp10,0,-1.059269182,-0.8004728,-1.678756227,-1.763403863,-0.761605214
Gm43029,0,-0.809845276,-0.885084297,0.139078551,0.259624218,0.547147904
Spocd1,0,-2.140972431,-2.060892764,-1.491426065,-3.923619383,-4.02623175
Ss18l1,0,-0.350469987,-0.200213306,0.326830606,0.156111132,0.06489814
Micall1,0,-0.522209786,-0.207906278,0.375578923,-0.154010787,0.58465141
Cngb1,0,-0.70578748,-1.057352141,-1.157825068,-1.444879594,-1.701618511
Larp1b,0,-0.34175068,0.124032218,-0.263835836,-0.35605153,-0.347290394
Gm18856,0,-1.325676849,1.804700436,0.981418913,0.125713948,0.07370018
Pde4d,0,0.477093244,0.352331645,0.317373328,0.215650518,0.274966292
AI661453,0,0.414272282,0.564391269,1.131486112,1.28584669,1.197262676
Fam126b,0,-0.343621032,-0.139141248,-0.080815085,-0.148128192,-0.156253762
Csrnp2,0,0.377221895,1.229697953,0.898130401,0.144301708,-0.152156064
Thap1,0,-0.393986627,0.08843761,-0.105906173,0.328987781,0.063511784
Sorcs2,0,-0.573465791,-0.144060128,0.47718704,0.499950746,0.704698523
Plk4,0,-0.26271736,-0.129748292,0.049855411,0.228359475,0.445209014
Oprk1,0,-0.667430802,0.176196943,-0.008768237,-1.249760625,-1.933956502
Nptx1,0,-1.134081269,-0.12644622,1.238323067,0.498961261,-0.721463116
Lin54,0,0.281969968,0.312107424,0.344233142,0.147974784,-0.032695338
Scn1a,0,1.05872111,0.386552032,0.0959188,-1.247672788,-1.238697371
Fry,0,0.348521777,0.294089494,0.085826172,0.073311941,0.288339411
Rep.RMER6BA.LTR.ERVK,0,0.718904331,0.688307857,0.785583406,0.476881786,0.552592573
Ttbk1,0,-0.894198834,-0.481024712,-0.306169404,-0.75928926,-1.016863057
Tenm3,0,0.272788476,0.03289819,-0.014408417,-0.048197113,0.515120082
Zfp92,0,-1.76504747,-2.954907737,-1.369536032,-2.731448866,-4.615894165
Synj2,0,0.462660754,-0.033894619,-0.360192633,-0.758760291,-0.12566482
D030068K23Rik,0,0.570686799,0.399601152,0.22923064,-0.328676694,-0.159678921
Lpl,0,-0.316149392,0.366707525,1.37001685,1.806103211,1.578309429
Bcar1,0,0.255660589,-0.2575257,-0.418845865,-0.82483523,-1.425833249
Aida,0,0.270624322,0.379046243,0.658982263,0.551920075,0.44399193
Gpbp1,0,0.209742196,0.56036494,0.546932902,0.458918798,-0.11216613
Pik3r3,0,0.49758079,-0.120335215,-0.364908945,-0.927120539,-0.87897865
Ugt8a,0,-0.436414931,-0.212424175,0.069932462,-0.106135346,-0.27798393
Zmat4,0,0.487139417,0.184601579,-0.482870906,-1.311327309,-1.527211183
Ccdc181,0,0.354981241,0.278061137,-0.2843769,-0.204287378,-0.37831201
BC024063,0,0.821787213,1.050912366,1.292290754,0.695107939,0.987932648
Dcp2,0,-0.189003386,-0.305376899,0.113955131,-0.166140795,-0.126573068
Tspan6,0,0.334882653,0.339435013,0.342798463,0.937711816,0.900144508
Pank2,0,-0.215553689,-0.1511631,-0.2984671,-0.449357672,-0.449031361
Hivep3,0,-0.745985831,-0.26569797,-0.213311774,-0.897315725,-1.59161336
D1Ertd622e,0,0.425146021,0.516804772,0.351026416,0.551349144,0.333725654
Shroom2,0,0.258258307,0.388207248,0.630475234,0.665465429,0.995941479
Tchp,0,-0.339817064,-0.186743506,-0.135373398,0.03941047,-0.104278214
Slc6a9,0,0.940888982,1.891028273,2.115970247,2.131072256,2.214136738
Tk2,0,0.425695751,0.601189059,0.699927911,0.565774468,0.592723328
Cdkl2,0,0.312082234,-0.115625527,-0.709172561,-0.446352419,-0.510458669
Socs7,0,-0.240767523,0.099463881,0.235887007,0.264854234,0.183776036
G6pdx,0,0.237802864,-0.408756366,-1.31407576,-0.900912276,-0.89787441
Ppfibp1,0,-0.220078828,-0.178620144,-0.323945082,-0.31723917,-0.47877885
Rybp,0,-0.195585612,0.064337762,0.129306882,0.227775989,0.57453067
Ccdc125,0,0.676946173,0.424557422,0.764348194,1.190710243,0.518331929
Mn1,0,-0.490569246,-0.092246328,0.574396063,0.357181563,0.979172001
Gm18939,0,1.141659046,0.964096454,0.575863762,-0.248429064,0.09123659
Foxk2,0,-0.218360625,-0.17849876,0.299923365,0.3359508,0.29457679
Clip4,0,-0.365157345,0.36101258,0.717574444,0.553470968,0.553683253
Socs3,0,0.245535996,0.929424728,0.993984419,1.76668861,1.797499023
Gm11400,0,0.79761602,0.779731049,1.267058929,0.451425513,1.264819257
Nrep,0,-0.482460238,-0.180683248,-0.308969268,-0.184171944,-0.617022545
Psme4,0,-0.178027538,-0.094415822,-0.255273567,-0.084344385,0.091310529
Sgo2a,0,0.239803912,0.047225618,-0.187721252,-0.026359836,-0.217353091
Id4,0,0.653485212,0.847773132,0.317753054,0.410149955,0.669581147
Gm48510,0,1.088462558,-0.530659029,0.267218606,0.831100648,0.189322935
Rhobtb3,0,-0.361243087,-0.137349734,0.076360705,-0.007117529,-0.291023695
Tmprss9,0,-1.040641299,-0.534900043,-0.174688757,-2.366295298,-3.116521143
Lpar6,0,0.711120961,-0.122528609,-0.466527161,-0.720998241,0.123876952
Mllt3,0,-0.341786371,-0.15375802,-0.186288898,-0.440403001,-0.854662106
Bbs1,0,0.574550763,0.690391093,0.679745087,0.747500242,0.821903736
Hook1,0,0.202177285,0.159379986,0.050233252,0.122236001,0.147561775
Kmt2d,0,-0.203972555,-0.239399143,0.483131113,0.465912169,1.205786874
Plcxd1,0,-0.974941405,-0.181061402,0.245734823,0.672450949,0.460053235
Zmynd15,0,-0.402020777,0.065890471,0.89582014,0.580388751,0.39229552
Ssbp2,0,-0.882595685,-0.463355745,0.047324857,-0.342511024,-0.543818342
Fam72a,0,0.380990429,0.326308399,-0.306427484,-0.276103872,-0.900758067
0610040F04Rik,0,-0.545982783,-0.415619153,-0.465599813,-0.076672895,-0.295249775
Msi2,0,-0.197808688,0.024166506,0.157649225,0.412892422,0.859069744
Camsap2,0,0.202329444,0.276143733,0.222836274,0.071478807,0.110125153
B3galt4,0,0.861298993,0.601020416,0.583809399,-0.100368142,-0.173918702
B9d1,0,0.361509145,0.070896926,-0.535321611,0.217699507,0.250640792
Tet3,0,0.326098441,0.154558672,0.698819647,0.171286385,-0.032854398
Tspyl1,0,0.220338878,0.254341223,-0.072675705,-0.117801043,-0.004882425
Rilpl2,0,-0.402764692,-0.809342999,-1.59754949,-1.994356039,-2.540157974
Dagla,0,1.079552778,1.487132222,1.747958433,1.239178266,1.364309933
Stox2,0,0.27505828,-0.083747246,0.137580493,-0.161238007,0.126892403
Prr23a1,0,0.816579366,0.648124355,0.732308599,0.107511034,-0.79098216
Wdr37,0,-0.262346788,-0.006878744,0.068064455,0.109702364,-0.088788327
Leng1,0,-0.407172638,-0.102818414,-0.390472345,-0.433843013,-0.486925271
Herpud2,0,0.274899261,0.400458657,0.179262147,-0.09202312,-0.121092821
Cd47,0,-0.377022304,0.100724493,0.139335168,0.075165873,-0.001279992
Zdhhc8,0,-0.252293683,-0.283332467,-0.008169152,-0.049375233,0.176123812
Dact3,0,-0.212503025,0.837600264,0.798217877,0.524357423,-0.278271525
Gm44777,0,0.62758957,0.068380766,-0.025286754,-0.814087336,-1.594631943
Lnx2,0,0.298872168,0.224695831,0.047239826,-0.220478545,-0.309819781
Rab39b,0,0.85610007,0.452745898,0.152889795,0.328570621,-0.447360399
C87436,0,0.420836731,0.287861804,0.117156575,0.127352603,-0.253007312
S1pr3,0,1.008586171,1.126326119,0.478406018,-3.102280776,-1.290804912
Tcaf2,0,0.413280602,0.672940502,-0.019358929,-0.571076176,-0.866670529
Usp3,0,-0.309778695,-0.184858444,-0.151912203,-0.120303679,-0.128289756
Gm26549,0,1.4000807,1.174793633,0.406804313,0.56197941,-0.363863557
Plekhb1,0,-0.393344208,-0.374935618,-0.296426799,-0.315643821,-0.312725424
Pramef8,0,0.379609143,0.869460365,0.125278249,-0.335417921,-1.037130007
Rep.MTB.LTR.ERVL-MaLR,0,-0.22251494,0.060453786,0.284668611,0.085230631,0.589051793
Gm15739,0,-1.940992064,-0.406893603,-0.158694807,-0.172644636,0.934983887
Zbtb33,0,0.340133374,0.150628245,0.054725243,-0.124432727,-0.129133875
Cryl1,0,-0.329883363,-0.533581276,-0.886165662,-0.5817343,-0.7850283
Drosha,0,0.189581873,-0.291048291,-0.53211368,-0.434525657,0.028851059
Rabgap1l,0,-0.292893938,-0.027594375,0.219424179,0.233363507,0.269377344
Pwwp3b,0,0.401319612,-0.024567209,-0.052001028,-0.661130207,-1.074120837
Prkd1,0,0.648432654,1.112517592,1.526769401,1.812524708,1.718430729
Cntnap1,0,-1.415432325,-0.227125593,0.54031614,-0.29702401,-0.549550791
Senp1,0,-0.197168356,-0.10762147,-0.11078177,0.022791855,0.237503182
Suv39h2,0,0.294574156,0.61756635,0.347823505,0.293749476,0.135124474
Atp2b4,0,-0.236832448,-0.073058005,-0.032030363,0.05939595,0.470281498
Setdb2,0,0.34773718,0.499498425,0.416666992,0.119568688,0.284674366
Tubg2,0,0.573672687,0.83309808,0.588299461,0.017630915,-0.320893003
Plekha8,0,0.233035135,0.034949131,-0.000190573,0.06263252,0.26633017
Tulp3,0,-0.207589503,0.020680018,0.144409725,0.14642166,0.249126336
Dock10,0,1.447953962,1.00873373,2.092786628,2.504372974,1.128820319
Dusp18,0,-0.443840277,-0.585905381,-0.08055314,-0.539549832,-0.486970353
Kitl,0,1.004928303,0.754178688,0.828345598,0.750218812,-0.691121122
Kpna6,0,-0.173765952,-0.115168333,-0.073800047,0.03474012,0.061392048
Gtf2a1,0,-0.204636714,0.155827777,0.066308992,0.140604788,0.07340497
Nanos1,0,0.389462641,0.421595217,0.050258806,-0.298853892,-1.326886
Hba-a1,0,-1.992361248,-1.137051394,-0.399262098,-0.553374649,-1.018040305
Pdpr,0,-0.22771891,-0.226325569,-0.382111175,-0.556811633,-0.152001378
Zfp521,0,0.936916146,0.74940431,1.197014518,0.762189564,1.289867514
Ttyh1,0,0.432114526,0.357234412,0.172690201,0.071860086,0.026164446
Arhgap11a,0,0.181080723,0.53941094,0.218725132,0.011029696,-0.060637044
Plxnb1,0,0.269614848,-0.367786228,-0.673842883,-0.916299637,-0.602483138
Taf4,0,-0.204569581,-0.125373997,-0.112759179,0.057063272,0.127005046
Gm1141,0,1.028405423,-0.035573344,0.55865124,0.943950143,0.72420662
Klhl7,0,-0.220616999,-0.021269918,0.278465939,0.219077274,-0.205175545
Eif4e3,0,-0.746858991,-0.071099851,0.398081649,-0.047138238,-0.366032861
Zfp677,0,1.124294114,1.572062533,1.121625856,-0.252361891,0.278961226
D430042O09Rik,0,-0.344830085,0.115734762,0.538271728,0.518654219,0.741277965
Dock7,0,0.22533883,-0.042892537,-0.230543137,0.047314665,0.387034194
Myo18a,0,0.182158318,0.17636443,0.34543386,0.356315745,0.681833701
Adam22,0,0.410129065,0.685905509,1.056030599,1.175028094,1.251729748
Itga10,0,0.660408325,-0.109623169,-0.006755352,-0.107737223,-0.732461581
Nim1k,0,0.927238214,1.19203691,0.862899683,0.77714936,-0.936267575
Gm12569,0,0.977875074,1.456927161,1.298511212,0.441366759,0.09224789
C2cd3,0,0.224276215,-0.030770211,-0.323210243,-0.362798378,-0.0277509
Map3k13,0,0.52573348,0.804748534,1.77154749,1.169096121,1.060361904
Aff1,0,-0.193937647,0.37922101,0.680975252,0.599079937,0.762344905
Olfr814,0,1.019383835,0.88313263,0.915805988,1.088718919,0.642937555
Atp7a,0,0.256224345,0.305573109,0.243704695,-0.014393185,0.056001472
Inka1,0,-1.068372574,-0.26629986,0.326804339,-1.291268629,-0.500351738
Mtmr2,0,0.226473234,0.159503457,0.252704748,0.561133037,0.698269348
Rep.RLTR13A1.LTR.ERVK,0,0.660099432,0.849260452,0.578905202,0.521757583,0.45071844
Fzd2,0,0.580201075,1.335278305,1.210477661,0.826179879,0.192095425
Ppp1r14b,0,-0.181366517,-0.396900942,-0.292752775,0.099542072,-0.018238735
Rep.ORR1B1-int.LTR.ERVL-MaLR,0,-0.257151931,-0.189262075,-0.34878787,-0.291065038,0.128657374
Papolb,0,1.233972794,1.982994465,1.382630289,1.602884183,0.60091686
Uspl1,0,0.203303539,-0.063293771,-0.62456445,-0.810377637,-0.853445357
Trim7,0,1.038812073,0.637102458,1.018102625,1.111253022,1.564244148
Pramef12,0,-0.201068764,-0.501526495,-0.951277924,-0.822030589,-1.286327347
Rhobtb1,0,0.509370212,0.222183056,-0.036919155,-0.699926423,-1.463515895
Aox1,0,-0.86071302,-0.7267245,-0.268336983,-0.056600644,0.401331534
Pip5k1a,0,-0.218761295,0.042995138,0.021146989,0.000898946,-0.176207813
Nab1,0,-0.314006833,0.009829917,0.225445329,0.242364696,0.565856341
Zfand5,0,-0.214984066,0.452649757,0.697873973,1.030415837,1.303638381
Kdm4a,0,0.198733767,0.436265908,0.440658521,0.491612529,0.753514676
Gnat2,0,0.830367663,0.58936862,-0.046254765,-0.81620302,-0.866767847
Frem2,0,-0.344926864,0.7086072,1.398033157,1.164098815,1.728639042
Sat2,0,-0.608088632,-0.634165349,-0.759658603,-0.745853416,-1.054784405
Spata2,0,0.236787322,0.444998172,0.234757969,-0.202592538,-0.599774193
Ttll13,0,0.836693394,1.410122037,1.031417279,0.302873157,-0.043223158
E2f4,0,0.1819979,-0.311187805,-0.795023731,-0.508350976,-0.357713525
Slc19a3,0,0.75317212,1.822787231,1.889126712,1.771384556,0.775233029
Mpv17l,0,0.341850976,0.411966641,0.236286796,0.104327566,-0.121551551
Rep.RMER6C.LTR.ERVK,0,0.26059751,0.598942571,0.48757494,0.158037708,0.680451015
Crebbp,0,0.236872149,0.740617347,1.136948944,1.147399689,1.504078961
Sbk1,0,-0.230689731,-0.568050871,-0.476731428,-0.63462535,-0.664214136
Naa30,0,-0.182532914,0.115003052,0.111443931,0.105258086,0.211196625
Mlf1,0,-0.491910624,0.022562402,-0.19342782,-0.769240511,-1.407005556
Lrrc32,0,-0.980612193,0.07984734,0.515612832,-0.879608388,-1.130065557
Ppef1,0,-1.615027078,0.022579684,-0.444496213,-0.324264132,-0.340915652
Ksr1,0,0.400585052,0.47338232,0.914054238,0.203745096,0.007731562
Mllt11,0,0.405315014,-0.002338367,-0.315839476,-0.193085981,-0.051171723
Paip1,0,0.22352016,0.120339139,0.114454511,0.55163964,0.600091917
Fbxl5,0,-0.182439296,0.110222279,0.261821083,0.473663273,0.594455798
Slc35g2,0,1.064324288,0.157287347,1.032344911,0.574595172,-0.361784852
Pitpnm2,0,0.398884574,0.152824274,0.515027243,0.494383409,1.009437612
Gm13128,0,1.34925992,2.327406606,1.231676024,0.378946209,-0.102193535
Gm5841,0,0.715792635,0.541706738,0.138047771,0.609733517,0.034307189
Uxs1,0,0.213214564,0.061167853,-0.250789843,-0.202847285,-0.379173378
Syngap1,0,-0.303359385,-0.691025001,-0.080976404,-0.361173995,-0.529232985
Ccdc173,0,0.613281351,0.715835082,0.270891174,0.385414044,-0.256138876
Rsbn1l,0,-0.2227261,-0.111731712,-0.182750378,-0.232203932,-0.131957866
Rep.RLTR9A2.LTR.ERVK,0,-0.654099492,-0.428772898,-0.106902335,-0.331800416,-0.311267526
Sema3e,0,0.556576683,0.049128566,0.538878712,0.452974169,-0.206475953
Ptger4,0,-0.618860922,0.560060386,-0.004408561,-0.804903102,-0.754683819
Fv1,0,1.426007703,2.890750721,2.156514095,0.822961078,1.661914629
Dpf3,0,0.857546204,1.295471763,1.461065034,0.909424659,0.214837777
Pgm2l1,0,-0.246430632,-0.296935302,-0.581913296,-1.380997841,-1.53483046
Kif18b,0,0.183249068,0.616322474,0.166013951,0.201806561,0.142154487
Arfgef1,0,0.176327024,0.159634775,0.185641847,0.297754275,0.51057853
Lgi1,0,1.230050506,0.646544575,0.341761523,-0.041098822,-0.162315455
Mamdc2,0,-1.782596422,-0.243027527,-0.05893741,-1.766173317,-1.319753443
Aff3,0,-0.522364862,-0.22962116,-0.214141424,-0.364125339,-0.363203761
Man1a,0,-0.480719975,0.397304388,0.255977222,-0.36368788,-0.392096294
Kmt2c,0,0.183373986,0.094610852,0.351700252,0.381432053,0.912020807
Msl3,0,-0.289834172,-0.345781074,-0.039022734,0.174836408,0.165772073
Gm15927,0,0.819119758,0.464309393,0.171141059,-0.037820657,-0.070576952
Usp51,0,0.571486056,0.839335745,1.170247635,0.805640907,0.52985447
Gpr137c,0,-0.383677985,0.349627487,0.27267237,0.260008831,-0.109953585
Perm1,0,-1.840837136,-0.040811691,0.014853662,0.501245624,-0.100908243
Slf2,0,0.201329865,0.621292065,0.770762676,0.678141769,0.514506282
Atcay,0,0.872493161,-0.426624243,-2.0716219,-1.755343054,-1.413223785
Ptpn1,0,-0.198652352,-0.481975839,-0.779592056,-0.735526013,-0.834449819
Bbs9,0,-0.207130196,-0.150058342,-0.423432875,-0.133848147,-0.270030032
Slc26a6,0,-0.318286023,0.505080675,0.442110246,-0.010779328,-0.074191118
Snhg10,0,-0.57358991,-0.393881459,-0.733508222,-0.46944377,-0.836915807
Josd1,0,-0.190988139,-0.205030732,0.014177541,-0.148494672,-0.319207379
Katna1,0,-0.20078651,-0.03923825,-0.309964507,0.07578892,0.080565661
Usp15,0,0.162394416,0.074264951,-0.210670457,-0.118206684,-0.129084022
Irf7,0,-1.244739315,-0.88130618,-0.913269338,-1.635031076,-1.027758528
Slc9a1,0,-0.181937936,0.150012913,0.44495969,0.366868272,0.404737709
Lrrn4cl,0,0.673469899,-0.384627563,-0.209116633,-0.507053326,-0.453680573
Pik3ca,0,0.207730569,0.065612669,0.001833047,-0.029739185,-0.203192382
Pgbd5,0,-0.597287732,-0.211253541,-0.262379827,-0.543884715,-0.77190153
BC025920,0,0.536687458,-0.057010591,0.154473705,0.100148465,-0.399862639
Hmgcll1,0,-0.519946951,-0.1989413,0.013536937,0.610935634,0.447431009
Adm,0,-0.784341462,-1.52247691,-1.466168163,-2.680354412,-2.645754547
Lbp,0,-1.495315142,-0.204424799,0.42102666,-1.338857411,-0.477044751
Fthl17e,0,1.042413433,1.942541343,0.942538397,0.839309088,0.462387575
Fbxo47,0,0.780655802,1.080970433,0.917234283,0.109603555,-0.18228023
Ubn2,0,-0.191492631,-0.119343763,0.269254568,0.053114475,0.324063469
Pygo1,0,1.199193142,1.359521688,0.579784015,0.534030541,0.060240001
Dclk2,0,-0.196540633,0.049693312,0.330428613,0.237509836,0.498878254
Wasl,0,-0.185239291,-0.108007234,-0.090944383,-0.00397034,0.26212718
Brdt,0,-0.656918993,0.009917982,0.17975443,-0.751915577,-0.301343463
Prkar2b,0,-0.492746619,0.572207077,0.437347583,-0.210086096,-0.996426638
Rgmb,0,0.476808428,0.938779625,0.884531302,0.534052698,-0.105798526
Hccs,0,-0.179670398,-0.112974726,0.006867259,0.263509331,0.13070798
Arntl,0,0.294962586,0.129973443,-0.338684465,-0.431342322,-0.407155559
Gpx7,0,0.30267434,-0.372073626,-0.577430026,0.494744547,0.476391421
Fryl,0,-0.175671761,0.075265334,0.391356396,0.252679917,0.372344197
Nicn1,0,-0.299586814,-0.01379981,0.140567713,0.335595005,0.222370154
Lgals12,0,-0.732996262,-0.347188444,-0.133793123,-1.899999368,-2.592019372
Ccdc162,0,-0.540092155,-0.846330207,-0.201363244,-0.963815919,-0.890389044
Rab11fip2,0,0.504655735,0.896215807,1.140513829,0.8394202,1.120278497
Ep300,0,0.164888101,0.492027827,0.554946928,0.146216158,0.133243741
Abhd17b,0,0.244294032,0.272198514,-0.022697098,-0.106956615,-0.312511051
Agtr1a,0,1.15752348,1.833481831,2.039511849,0.359676516,-0.918929198
Fndc1,0,0.264783549,0.015626526,-0.009870558,0.023105546,0.669203839
Gm45767,0,-1.435334645,-0.374424695,0.00082243,0.083456906,-0.424849818
Rnf19a,0,0.22819538,-0.180907123,-0.688111098,-0.633687895,-0.69260302
Cyth1,0,-0.395730215,-0.251728062,0.361518744,0.198850691,0.078937838
Rep.RMER19B2.LTR.ERVK,0,0.382740249,1.072683831,1.143356934,1.335592411,1.16829149
Ccdc6,0,0.187636256,0.117142191,0.301751491,0.476539735,0.799594586
Usp49,0,0.399447321,0.546817369,0.608195211,0.384834892,-0.128428651
Rsbn1,0,0.225348928,-0.048540097,0.008924346,-0.068164533,-0.103878818
Pcgf1,0,-0.275762748,-0.175271813,-0.15904535,0.156881539,-0.09592567
Cnppd1,0,-0.236671095,0.283262868,0.656295411,0.611177177,0.51526244
Rep.ORR1A4-int.LTR.ERVL-MaLR,0,-0.226422297,-0.207496216,-0.059330423,-0.393738929,0.099128549
Cep192,0,0.157929047,0.003294593,-0.011802419,-0.042865862,0.030855862
Synm,0,-0.32999372,0.212661867,0.622386646,0.394679966,0.404545717
Srgap1,0,0.366051566,0.727519969,1.351249957,1.530028881,1.91009048
Shb,0,-0.263619363,0.112134023,0.127071603,0.004502453,-0.207171333
Zbtb46,0,-0.404351245,-0.651869573,-0.673097792,-1.258033109,-1.957638552
Ppp2cb,0,-0.156138215,-0.127060061,-0.241479084,0.014386709,-0.000593261
Hectd2,0,-0.292878976,0.081013472,0.335932218,0.424008485,0.840725841
Hs6st2,0,1.857496034,2.952363703,2.945308811,2.757111438,2.243775618
Gm28499,0,-1.077215007,-0.657278298,0.688218648,0.602014005,0.424513478
Rab4a,0,-0.233551296,-0.550143121,-0.213316542,-0.042942767,0.071739533
AV356131,0,-0.77673864,0.074021358,-0.910892852,-0.765911821,-1.913848887
Scnn1b,0,-1.30125893,-2.179703595,-3.110419856,-1.952391938,-1.811279586
Ankrd31,0,-0.618193742,-0.031180516,0.442025226,-0.468500155,-0.879899371
Mfsd6,0,0.554470464,1.119093589,1.52294794,0.833941646,1.151638583
Scyl2,0,0.17368943,0.317532038,0.015669077,-0.014083441,-0.030219929
Micu2,0,-0.22790827,0.161900264,0.397530202,0.447999423,0.362882692
Rab32,0,-0.887133049,-0.11501088,0.213378272,-0.519156914,-0.453194246
Fam117a,0,-0.204275786,-0.018605748,0.073032229,-0.043008665,-0.205853211
Usp46,0,-0.202536962,-0.156378617,-0.219442828,-0.02652541,-0.195342894
Zfp760,0,0.253217852,0.018789765,0.020177981,0.146574259,0.030307857
Necab2,0,-0.410407995,0.099607876,0.705038899,0.857332998,0.956526811
Syt11,0,-0.286339869,-0.140220768,-0.372698264,-0.632903399,-0.857491555
Spdl1,0,0.197624519,0.384588487,0.040179434,-0.081293113,-0.511717936
Gli3,0,0.469321979,0.527264254,0.499524018,0.230913006,0.487029298
Slc25a15,0,-0.201363204,-0.321170373,-0.437940607,-0.726418945,-0.777508694
Mapkapk5,0,-0.265384998,0.032777431,-0.158396154,0.187954608,0.23303158
Slfn9,0,0.234261554,-0.427000293,-0.896622041,-1.120543463,-1.455352097
Map7d3,0,-0.413478687,-0.257772233,-0.292778746,-0.454986119,-0.867842832
Hipk2,0,0.28859272,-0.184518512,-0.255677317,-0.470685601,0.095813749
Rbm4,0,-0.345000402,-0.061908706,0.332748611,0.22744891,0.699080926
Rpia,0,-0.339206452,-0.179921663,-0.482545429,-0.818614829,-0.806296391
1700001G17Rik,0,1.256217504,1.196181626,1.011044636,1.179614686,0.846011905
Rsrc2,0,-0.153327756,-0.112185493,-0.407945794,-0.114980053,0.040779296
Cep112,0,-0.505701547,-0.323297025,0.140219651,0.215584156,0.20401368
Tslrn1,0,-1.084303839,-0.343944334,-0.639817845,-1.387120671,-1.161546147
Zfp369,0,-0.245557238,0.101720626,0.256391409,0.109747361,0.408699634
Gm16386,0,0.818735136,0.444913087,0.779856965,0.005103183,-0.064950558
Rep.RLTR33.LTR.ERVK,0,0.257592393,0.501292523,0.232872731,-0.148946157,-0.180679266
Kif3c,0,-0.30680092,-0.234042618,0.012493853,-0.068948689,0.082513616
Mbtd1,0,0.148119369,-0.166967063,-0.319673377,-0.337367674,-0.396362815
Trib2,0,-0.477599184,-0.979798536,-1.072196003,-1.287186628,-2.230225775
Gm13231,0,1.10366685,2.164148922,1.715321724,1.170593552,0.853311802
Rep.MLT1E2.LTR.ERVL-MaLR,0,0.800318783,1.003027835,0.95135513,0.780818891,1.620942505
Piwil1,0,-0.448145564,-0.492009549,-0.27830542,-0.801518586,-0.866994123
Scml2,0,0.259402462,0.184144149,0.111784168,0.095597227,0.131430025
Otud4,0,-0.145428864,0.044079734,0.158230174,0.231696332,0.171403248
Creb3l4,0,-0.649369363,-0.718783583,-1.029738033,-1.149052664,-1.560517383
Ap4e1,0,0.218833782,0.237829063,0.286302448,-0.141740076,-0.247937323
Plxnb3,0,-1.432263429,-0.204294378,-1.017774738,-1.305237623,-2.190226463
Efna5,0,0.896036061,0.924397515,1.503916992,1.520836817,1.359118771
E2f5,0,-0.199128456,-0.120016063,-0.403477369,-0.12717041,-0.188412587
1190005I06Rik,0,-0.769265152,-0.345873296,-0.038883052,-0.784189305,-0.998493894
2410004B18Rik,0,-0.231211488,-0.628251517,-0.807556338,-0.51402941,-0.489462271
Slco5a1,0,-0.426705734,-0.268578223,-0.531116539,-1.453367533,-0.953297623
Fzd4,0,0.251182178,0.48947968,0.433083954,-0.166011655,-0.563218806
Cep85l,0,-0.398723124,0.14224779,0.142805024,-0.514350999,-0.51463111
Wdr26,0,-0.137053235,-0.124869543,0.00415769,0.02080183,0.327061559
Apba1,0,0.733840935,0.909071136,1.503212655,0.542272638,0.372960823
Klf11,0,-0.187968275,0.554103355,0.731013294,0.208393054,-0.256236469
Tcp11,0,-0.34203847,0.030790262,0.137912209,0.025239503,-0.328128209
Atmin,0,0.147682438,0.040189435,0.012164009,-0.075757566,-0.228238091
Pdpk1,0,0.150881066,0.175804123,-0.051926525,0.071204834,0.234279697
Raly,0,-0.140884459,-0.216381016,-0.553097382,-0.292088445,-0.401638951
Rab22a,0,0.222218279,0.582680829,0.734408782,0.826445518,0.613272915
Ctcf,0,0.139459569,0.014299652,-0.125103398,-0.098141015,-0.113752118
Arhgef28,0,-0.295932381,-0.37060743,-0.000597606,0.136386448,0.555198632
9130204K15Rik,0,-1.39827069,-0.145800074,-0.249488849,-0.210776019,-0.837246471
Syde1,0,0.792835018,1.245369317,1.242771904,0.807390987,0.886496146
Taf3,0,0.228890869,0.282832327,0.330012675,0.253805759,-0.139652564
Ppp1r2,0,-0.14493259,-0.007721629,-0.345558329,-0.359689551,-0.225071097
Rep.RLTR48A.LTR.ERV1,0,0.338945303,0.667378062,0.471736663,-0.141242894,-0.158515255
Taf5,0,0.22216615,0.387969824,0.591192453,0.509003611,0.218195065
Neo1,0,0.155509536,0.624825056,1.159470016,1.149614122,1.336070473
