TE,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Rep.ORR1C1.LTR.ERVL-MaLR,21773,-0.137659783,0.381791693,0.189929484,0.675527831,0.798867401,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MT2B2.LTR.ERVL,357466,0.103251722,4.099543845,0.183773248,0.680473066,0.802017451,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR31M.LTR.ERVK,29640,-0.140137838,0.291902087,0.178156801,0.685072447,0.805046286,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MMERVK10D3_LTR.LTR.ERVK,50659,0.10467427,1.783724919,0.171374725,0.690743601,0.80902009,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR20B1.LTR.ERVK,164438,0.119895127,4.058964912,0.166172261,0.695185106,0.811890558,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1G3.LTR.ERVL-MaLR,29787,0.133525055,0.523320347,0.161949558,0.698851118,0.814622844,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MMERVK9E_I-int.LTR.ERVK,182479,-0.109746899,4.032281202,0.161873163,0.698917958,0.814622844,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTC-int.LTR.ERVL-MaLR,183357,-0.088691377,4.204912325,0.158526682,0.701864359,0.816581814,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1Md_F3.LINE.L1,5481553,0.095866951,5.538363013,0.153155434,0.706670908,0.8197055,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER13A1.LTR.ERVK,290887,-0.114246845,3.491228176,0.152799569,0.706992825,0.819916779,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13D5.LTR.ERVK,474315,-0.128339524,2.414307305,0.152093075,0.707633225,0.820278633,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.X7A_LINE.LINE.CR1,1386,-0.186259592,-1.210284163,0.151159209,0.708482402,0.820908344,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER4B.LTR.ERVK,76466,-0.106744213,2.027882675,0.148098243,0.711287448,0.823198239,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR9B.LTR.ERVK,54417,-0.137019834,1.368346575,0.146649187,0.712627139,0.824012478,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1A.LTR.ERVL-MaLR,20817,-0.212726706,-1.310943664,0.145945429,0.713280561,0.824461031,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR14-int.LTR.ERV1,41130,0.169063855,0.234043945,0.145021571,0.714141128,0.825092819,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR12E.LTR.ERVK,147952,-0.083993333,3.163232627,0.134655687,0.724022739,0.830907688,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ID2.SINE.ID,5920,0.146098345,-0.359783589,0.132992629,0.725648481,0.832213628,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MMERGLN-int.LTR.ERV1,602364,0.074133091,8.393182504,0.130885065,0.727725613,0.833867965,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1K.LTR.ERVL-MaLR,25897,0.116720755,1.059863699,0.128285118,0.730314598,0.83555939,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER10B.LTR.ERVL,489171,-0.074846653,4.914928465,0.125499519,0.733121957,0.837768272,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MMERGLN_LTR.LTR.ERV1,3327,0.147270419,-0.622759045,0.123988344,0.734659822,0.839069563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1Md_F2.LINE.L1,19230215,0.09935943,6.915246753,0.123865685,0.734785115,0.839121488,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR22_Mus.LTR.ERVK,100513,0.120555343,1.39690901,0.122913511,0.735760144,0.839869984,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1_Mur4.SINE.Alu,278815,-0.075184325,6.001321452,0.119097467,0.73971148,0.842688857,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR12A.LTR.ERVK,207509,-0.106961892,3.049629792,0.117637401,0.741242277,0.8435217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR20C2_MM.LTR.ERVK,113473,-0.084336553,2.239024983,0.114673258,0.744383403,0.845809765,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1_Mur2.SINE.Alu,66615,0.103809037,3.15223395,0.110895961,0.748453344,0.848416621,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1_Mus3.LINE.L1,2118561,-0.086153178,5.021634772,0.108503444,0.751071674,0.849963923,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A1-int.LTR.ERVL-MaLR,495135,-0.068424516,4.855552979,0.107729471,0.751925622,0.850518258,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MT2C_Mm.LTR.ERVL,164171,-0.092358175,3.119997193,0.106999562,0.752734106,0.851020657,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR9A2.LTR.ERVK,52203,0.110589172,0.859313749,0.105588886,0.75430544,0.851902549,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B3.SINE.B2,18339570,-0.076881622,11.54857643,0.103635731,0.756500533,0.853443022,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13C2.LTR.ERVK,36578,-0.107909755,0.436442375,0.102859052,0.757379835,0.853969892,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR18D_MM.LTR.ERVK,168249,-0.077275998,3.179293047,0.102607081,0.757665894,0.854024453,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1F.LTR.ERVL-MaLR,15149,0.145352234,-0.793025257,0.101788031,0.758598463,0.854709014,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER13A.LTR.ERVK,333928,-0.077081032,3.332269235,0.099618758,0.76108877,0.856367438,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER6B.LTR.ERVK,173205,0.104007566,2.854183791,0.098553829,0.762322338,0.857341482,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13B4.LTR.ERVK,267867,0.087307606,1.323895785,0.097686501,0.763332494,0.858157979,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTR41B.LTR.ERVL,9893,0.194263191,-1.183417482,0.090548958,0.771841028,0.864302436,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B2_Mm1t.SINE.B2,3068391,0.067294781,9.339943668,0.088919644,0.773834712,0.865541886,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER19A.LTR.ERVK,191119,0.072523311,2.156621442,0.086020114,0.777432974,0.867422429,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1H1.LTR.ERVL-MaLR,16479,0.101255784,0.578651964,0.084100251,0.779852222,0.869106937,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR40.LTR.ERVK,530354,0.083299114,4.705161944,0.083119473,0.78109979,0.869979815,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR28.LTR.ERVL,523240,-0.07325586,4.529393472,0.082853105,0.781440002,0.870112921,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR25B.LTR.ERVK,49127,-0.101181259,1.415804553,0.082610087,0.781750915,0.870300226,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTR37B.LTR.ERV1,17447,0.229924718,-1.758156657,0.081447101,0.783245774,0.87108797,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR46B.LTR.ERVK,22654,-0.157965795,-1.117973558,0.076220911,0.790111357,0.875204755,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.Lx3_Mus.LINE.L1,462518,-0.114809501,1.38751989,0.075449021,0.791146833,0.87592968,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR6-int.LTR.ERV1,1635525,0.065336833,3.780639497,0.072133119,0.795661711,0.879028422,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER110A.LTR.ERV1,6893,0.146703599,-0.986486334,0.068953645,0.800097462,0.881621099,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR25A.LTR.ERVK,144893,-0.085863582,3.124040827,0.06720679,0.802581561,0.883115505,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR9A3.LTR.ERVK,73737,-0.084898675,0.881354993,0.065508931,0.805029492,0.884923359,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR32C_MM.LTR.ERVK,19565,-0.092374732,-0.116954519,0.065103906,0.805618466,0.885384338,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER15.LTR.ERVL,1308565,-0.056439666,5.652448892,0.062303462,0.809745667,0.888065846,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR11B.LTR.ERVK,53941,-0.069927614,1.541362233,0.061833731,0.810447603,0.888601229,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER17C.LTR.ERVK,107620,-0.100669829,1.137671519,0.05930816,0.814271467,0.891180658,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAP-d-int.LTR.ERVK,162292,-0.120318644,-0.947314582,0.058739145,0.815144923,0.89179807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTR72_RN.LTR.ERV1,65205,-0.107265798,-0.674919211,0.055663444,0.819946205,0.894583479,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13A2.LTR.ERVK,127172,-0.074667001,1.212423809,0.053567099,0.823299989,0.896567504,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER17B2.LTR.ERVK,313935,-0.06794438,3.371213499,0.052881559,0.824411795,0.897359903,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTE2a-int.LTR.ERVL-MaLR,15463,-0.171844842,-1.390921879,0.052562308,0.824932161,0.897745356,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1E1A.LTR.ERVL-MaLR,34435,-0.090958295,0.356840163,0.049699996,0.829674369,0.900249701,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.5S.rRNA.rRNA,23697,0.089034516,-0.387439948,0.048386031,0.831899622,0.90169769,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTEb.LTR.ERVL-MaLR,861185,-0.049272505,5.645233072,0.041869086,0.843438158,0.908800184,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER6A.LTR.ERVK,1290247,-0.048476733,6.303422641,0.039476293,0.847909409,0.911329218,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR18B.LTR.ERVK,39212,-0.073983827,0.120406228,0.038359132,0.85004546,0.912481789,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A3-int.LTR.ERVL-MaLR,266218,0.04516224,3.34070457,0.038330234,0.850101142,0.912481789,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTR41.LTR.ERVL,18549,-0.13734229,-2.309136163,0.038325495,0.850110275,0.912481789,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER74A.LTR.ERVL,21003,0.145163372,-2.11596397,0.035841518,0.854981384,0.916260062,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1_Mus1.SINE.Alu,238747,0.034606547,5.616489599,0.033822673,0.859071364,0.918816508,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR14_RN.LTR.ERV1,178915,0.048660335,2.228237347,0.032602871,0.861604242,0.920495273,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MIRb.SINE.MIR,552779,-0.040470788,5.306960401,0.032099914,0.862662906,0.921111396,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13A3.LTR.ERVK,197085,0.050123207,3.351373943,0.026421322,0.875268212,0.929566235,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER31A.LTR.ERV1,6679,0.080671829,-0.501387914,0.025597214,0.877209827,0.930875887,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR30B_MM.LTR.ERV1,80054,-0.042685211,1.910162758,0.025089861,0.878421193,0.931550078,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR19.LTR.ERVK,30342,0.061242942,-0.347603458,0.023204,0.883038093,0.9342783,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MURVY-LTR.LTR.ERV1,786244,0.034072007,3.909145697,0.022136973,0.885735995,0.936002566,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.Lx5b.LINE.L1,45201,-0.115805693,-2.209768262,0.02184699,0.88648066,0.936459621,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTR67B.LTR.ERVL,16243,-0.098235539,-1.691356607,0.019016325,0.894033376,0.941080696,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR31FA_MM.LTR.ERVK,71914,-0.058314486,0.655528696,0.016167233,0.902240928,0.945742473,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER16B2.LTR.ERVK,22087,0.05288602,-0.429272616,0.013133968,0.911837103,0.951531391,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MERVL_2A-int.LTR.ERVL,204681,0.030353085,5.140346932,0.012504423,0.913965758,0.952801693,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR31B2.LTR.ERVK,25866,0.039971309,0.259928439,0.011933977,0.915942027,0.953920996,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A3.LTR.ERVL-MaLR,315875,0.024971132,3.91284514,0.011636822,0.916990485,0.954398285,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1F2-int.LTR.ERVL-MaLR,2789,-0.076987972,-2.028844412,0.011470364,0.917583733,0.954779391,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPEY_LTR.LTR.ERVK,287994,0.025123976,2.689993342,0.010871027,0.919756695,0.955904934,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR12G.LTR.ERVK,59693,-0.036198456,1.653012214,0.010087209,0.922692195,0.957866674,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER5.LTR.ERV1,1061471,0.023001184,4.918080995,0.009971549,0.923134998,0.958184411,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR11A.LTR.ERVK,650699,0.025889938,5.745850588,0.009865433,0.923543552,0.958324585,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR20A1.LTR.ERVK,16385,0.03333708,0.58602829,0.009171731,0.926270951,0.959875496,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1_Rod.LINE.L1,10666,0.056342876,-1.758120007,0.00815714,0.930455109,0.962220609,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR1B.LTR.ERV1,278130,0.018605305,4.674416489,0.00783775,0.931826091,0.963210734,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RSINE1.SINE.B4,479205,0.017198286,6.327491081,0.007557885,0.933050766,0.963955293,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR12H.LTR.ERVK,46500,0.027537397,1.227734495,0.007207044,0.934618803,0.964503014,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ERVB3_1-LTR_MM.LTR.ERVK,22704,0.031813054,0.446689046,0.006871935,0.936152876,0.965437944,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.BGLII_B2.LTR.ERVK,33844,0.038762467,-0.673881243,0.005702437,0.941826111,0.967695143,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTR40a.LTR.ERVL,27592,0.054457782,-1.831158104,0.00560559,0.942321161,0.967917191,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13B1.LTR.ERVK,675467,-0.019072994,3.171111819,0.004884954,0.946148814,0.96990807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER20C_Mm.LTR.ERVK,185054,0.024454909,1.232533392,0.004398393,0.948896338,0.971401893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B2_Mm2.SINE.B2,9261083,-0.015609472,10.75864975,0.003952622,0.95155106,0.97293215,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPLTR3.LTR.ERVK,310544,0.023472848,0.813458157,0.003371356,0.955250132,0.975046974,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1_Mus2.LINE.L1,1672604,0.02016417,2.621914375,0.003263235,0.955972653,0.97520624,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER6D.LTR.ERVK,473256,0.013483263,3.468271997,0.002854763,0.958817102,0.976407223,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A4.LTR.ERVL-MaLR,770945,-0.010002788,5.735995779,0.002421186,0.962070107,0.978361253,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR22_Mur.LTR.ERVK,308748,-0.015709686,1.606193921,0.001395495,0.971198444,0.983549539,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR6C_Mm.LTR.ERV1,3387,0.021973241,-1.308091473,0.001287356,0.972336309,0.984376019,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1D1-int.LTR.ERVL-MaLR,25030,0.025872517,-2.071237563,0.000918403,0.976632737,0.98634464,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ID4_.SINE.ID,18728,0.00996696,2.054659082,0.000876318,0.977174224,0.986634796,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER20A.LTR.ERVK,17655,0.022489941,-2.162275625,0.000867029,0.977295485,0.986634796,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1F1.SINE.Alu,56667,0.007529345,3.796428576,0.00064242,0.980455549,0.988780438,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR18_MM.LTR.ERVK,91937,0.007310332,1.792633833,0.00058685,0.981319779,0.989272357,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13D3A.LTR.ERVK,7589,0.010556408,-2.257990115,0.000237873,0.988106214,0.993086862,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1_Mus1.LINE.L1,3543640,0.003315035,6.3623642,0.000129913,0.991210129,0.994670317,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MMERVK10D3_I-int.LTR.ERVK,74508,-0.001389005,3.378078006,3.21E-05,0.995630945,0.997380404,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER34A1.LTR.ERV1,2796,0.002110468,0.256507465,1.59E-05,0.996925332,0.998017203,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1VL2.LINE.L1,377327,-0.000275245,-0.347520072,3.15E-07,0.999567325,0.999709984,0_vs_12,ZfpOE,0_vs_12_ZfpOE
