gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Tmem176a,3810,-1.281868601,-1.217952748,5.661879478,0.04736341,0.146904836,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tspan13,2474,-0.445609146,5.611196469,5.660440857,0.047384913,0.14694985,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dolk,2104,0.653662203,2.966220927,5.658638336,0.047411873,0.147006009,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myo7b,6699,-2.494807777,-2.170903999,5.658056479,0.04742058,0.147006009,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ankrd13b,3839,0.798359784,3.029765546,5.657827978,0.047424,0.147006009,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kcng2,2989,-1.218494793,-1.170589338,5.65521929,0.047463066,0.147095214,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc39a1,2364,0.42227064,5.40237142,5.654971993,0.047466771,0.147095214,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nkd2,4826,-0.724546434,2.763148559,5.653923716,0.047482483,0.147104749,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Calhm4,5527,-1.63390696,-1.66432099,5.653182791,0.047493592,0.147104749,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Acsm3,4936,-0.978958598,2.127291479,5.652899673,0.047497838,0.147104749,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zbtb42,3490,-0.895682252,1.31265325,5.651191836,0.04752346,0.147148951,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fhit,1491,-1.868651992,-1.665404206,5.651015357,0.047526108,0.147148951,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bhlha15,3494,-0.569166121,2.30865776,5.650038273,0.047540776,0.147172691,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tg,8883,-1.469763474,-1.766491396,5.648967806,0.047556853,0.147182798,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Marf1,10153,-0.550168056,7.061130652,5.648719801,0.047560579,0.147182798,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sept9,7565,0.540651952,6.482341792,5.648422548,0.047565045,0.147182798,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Atpsckmt,5248,0.585397981,2.588787669,5.647475714,0.047579273,0.14720516,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cdk2ap1,2078,0.733472208,6.605454454,5.646548436,0.047593214,0.147226623,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Thbs3,4823,-0.614429912,3.436919823,5.643068161,0.047645582,0.147366938,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ece2,5110,-0.895526305,1.018949591,5.64225667,0.047657804,0.147383055,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7896,1747,0.659438852,2.927092586,5.640875639,0.047678612,0.147425718,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam120a,5105,0.448675498,7.506026737,5.639468313,0.047699828,0.147469631,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mrpl34,607,0.697119358,5.50765164,5.638403549,0.047715889,0.147494396,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc18,6433,-0.526934478,5.770880213,5.638007088,0.047721871,0.147494396,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kiss1r,3856,-0.90606602,-0.232442247,5.634694118,0.047771895,0.14761668,0_vs_12,ZfpOE,0_vs_12_ZfpOE
F630040K05Rik,5327,-0.709285464,1.220170002,5.634456903,0.047775479,0.14761668,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Proser1,6114,0.425706486,5.200367495,5.633564004,0.047788974,0.14763668,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Etnk1,14151,0.583197677,7.386939896,5.632056851,0.047811764,0.147685384,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arhgap5,10887,0.830322755,7.097546929,5.630437776,0.047836263,0.147739349,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnaaf3,2224,-0.65163734,3.148839928,5.62873723,0.047862011,0.147784167,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cenpq,2604,0.525622162,4.364799877,5.628550908,0.047864834,0.147784167,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Btbd16,3722,-2.375072889,-1.955185229,5.62742439,0.047881902,0.147799654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ube2q1,6197,0.401567977,6.516339481,5.627291875,0.04788391,0.147799654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mllt11,2385,0.502796158,3.307115551,5.625758758,0.047907153,0.147849688,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc84,4156,0.481061558,4.370176684,5.615368026,0.048065066,0.148291791,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Acsl6,9914,-0.484744503,3.762882064,5.615067403,0.048069645,0.148291791,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hnrnpa3,5396,0.531125683,9.719800994,5.61491668,0.048071941,0.148291791,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rffl,5922,-0.44353608,4.945883824,5.614032032,0.048085419,0.148291791,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fpgt,6282,0.744937751,3.591528182,5.61401527,0.048085675,0.148291791,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arl6ip4,1442,0.81790255,5.206623165,5.61345707,0.048094182,0.148296272,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp384,6421,0.457465923,5.693241044,5.611904243,0.048117857,0.148321893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Shc4,8263,-1.420968648,-1.317407904,5.611648886,0.048121752,0.148321893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adamts8,4613,0.72901628,1.703331808,5.611223523,0.048128241,0.148321893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mkrn1,4439,0.416934204,9.789475507,5.611061564,0.048130712,0.148321893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
A530030E21Rik,1310,1.606687124,-2.154938901,5.609582355,0.048153287,0.148357914,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ddx54,6128,0.505884803,6.988302289,5.609370949,0.048156514,0.148357914,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm16105,697,-1.412681649,-1.664840752,5.607879111,0.048179298,0.148377601,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd22,5042,-0.965414079,-0.233798667,5.606643325,0.048198182,0.148377601,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dio3,2030,-0.794306155,0.935468197,5.606516266,0.048200124,0.148377601,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Flt1,13504,-0.626999531,1.613016863,5.606399517,0.048201909,0.148377601,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Usp13,7599,0.510226255,2.891499854,5.606210441,0.048204799,0.148377601,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pakap,12136,0.426701083,6.326905798,5.606180813,0.048205252,0.148377601,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trim26,6868,-0.513492869,6.268031347,5.600061533,0.048298919,0.148644148,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7045,605,-0.607023025,1.498423772,5.599002932,0.048315147,0.148672326,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm44760,1173,-1.060405922,-0.210572983,5.596723574,0.048350112,0.148758145,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ache,4623,-1.062278014,-0.209132736,5.594688884,0.048381352,0.148832479,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm18889,929,1.410346889,-1.822862981,5.592446952,0.048415804,0.148916671,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9621,1003,1.605311964,-1.58319297,5.591575369,0.048429206,0.148936103,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mir7230,56,-1.957836977,-2.21687442,5.589675095,0.048458443,0.14900422,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myl3,2044,-1.653949329,-2.168198287,5.586267289,0.048510932,0.149113988,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem114,1407,-1.653949329,-2.168198287,5.586267289,0.048510932,0.149113988,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Phlda1,2205,0.513753388,3.020681109,5.585803584,0.04851808,0.149113988,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm11832,432,-0.601400661,2.176155981,5.585516069,0.048522513,0.149113988,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Snord42b,69,1.225186534,-1.325525141,5.583883582,0.048547691,0.149169558,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2410004B18Rik,2029,0.498349664,4.360621668,5.583068187,0.048560274,0.149171633,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Il23a,2247,-1.150419584,0.399337222,5.582920208,0.048562558,0.149171633,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp654,6261,0.805905177,6.218756795,5.581476812,0.048584843,0.149218283,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arpc2,2033,0.413023685,6.966275374,5.579789536,0.04861091,0.149263478,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zbed5,4976,0.471693797,4.809749884,5.579605246,0.048613758,0.149263478,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm41505,1200,-1.037686382,-0.858628366,5.577911376,0.048639947,0.149267023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cnnm1,5717,-0.819708129,1.046011218,5.577353165,0.048648582,0.149267023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm29456,768,0.836147365,-0.070872016,5.577018573,0.048653758,0.149267023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Paxip1,10271,0.399640858,6.615958039,5.576248343,0.048665678,0.149267023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
9930012K11Rik,2588,0.51559261,2.982705483,5.576192101,0.048666548,0.149267023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Egln3,2662,0.410263812,5.633135888,5.575872327,0.048671498,0.149267023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sumo2,1736,0.425093118,7.887539435,5.575858347,0.048671714,0.149267023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wasf3,5366,-0.398750041,6.312561821,5.575385515,0.048679034,0.149267697,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mark4,4735,-0.691198909,4.911956827,5.574521384,0.048692416,0.149286955,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pabpc6,3223,1.107866634,-0.746351852,5.573910156,0.048701884,0.149294211,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp692,1963,-0.608375252,5.149493877,5.572627359,0.048721762,0.149333373,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Piezo2,17162,-1.042956411,-0.040550649,5.571297175,0.048742386,0.149356408,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Epdr1,2745,-0.605015183,2.593102982,5.571226208,0.048743487,0.149356408,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Parp14,9306,0.555950535,2.950097693,5.570282197,0.04875813,0.149379506,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myo1e,5704,0.395688157,6.530648768,5.569308905,0.048773234,0.149399863,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hexim2,2373,0.581549276,2.464062971,5.568938252,0.048778988,0.149399863,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dtd1,2353,-0.684796063,3.348734285,5.566039295,0.048824018,0.149515998,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kcnab1,11174,1.088762925,-0.565760241,5.563350202,0.048865836,0.149622266,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tnik,19282,-0.486304552,3.44811536,5.560201844,0.048914856,0.149750548,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ndn,3694,0.492074323,3.600471774,5.558485757,0.048941602,0.149810614,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rrp36,2339,0.624585743,5.050319457,5.554715917,0.049000423,0.149968831,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Spata6,5616,-0.464628897,4.788775565,5.554099255,0.049010054,0.149976473,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mrto4,2611,0.458122482,6.542670748,5.552450199,0.04903582,0.15003348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pitx1,2656,-0.98316198,-0.666468958,5.551582872,0.049049379,0.150053127,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arhgap24,8792,-1.538852128,-1.874808206,5.550928909,0.049059605,0.150062575,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Leo1,4846,0.455621763,6.327754758,5.549503025,0.049081912,0.150108967,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trp53i11,3690,-0.542729346,6.039258459,5.547832201,0.049108068,0.150167115,0_vs_12,ZfpOE,0_vs_12_ZfpOE
A930024E05Rik,1896,0.758214988,0.924376086,5.547080026,0.049119849,0.150181295,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zc3h7b,10045,0.535022219,6.624645799,5.54580282,0.049139861,0.150217467,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm13830,3099,-1.76312038,-1.734091001,5.545413051,0.049145971,0.150217467,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48166,1660,-1.112500865,-1.080675119,5.544659102,0.049157791,0.150231754,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ift22,3608,0.621702418,2.34188445,5.54312845,0.0491818,0.150283281,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm42732,1197,-0.599698964,1.607258803,5.540490173,0.049223218,0.150387983,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2410141K09Rik,3325,0.667561806,5.025886367,5.537421655,0.049271447,0.15051346,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Coro6,3011,-0.64556322,2.161482191,5.536696263,0.049282857,0.150526443,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm43825,734,-1.807125409,-2.07883019,5.534727253,0.049313847,0.150599216,0_vs_12,ZfpOE,0_vs_12_ZfpOE
B3gat3,2588,-0.641536414,4.819785439,5.534234825,0.049321601,0.150601019,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ephb2,12608,0.417796537,5.659250001,5.533696528,0.049330079,0.150605032,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ptpn22,6775,-1.041403931,-0.483543879,5.532635325,0.049346798,0.150634201,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ttc38,3842,-0.603896885,3.151055471,5.532033032,0.049356291,0.150641304,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tssk6,1335,0.832276905,0.776405671,5.530121923,0.049386427,0.150689528,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hdac11,3849,-0.768689756,3.866247277,5.522866772,0.049501049,0.15100191,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppp1r32,1652,-1.19515731,-0.957297785,5.522589726,0.049505433,0.15100191,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rab11b-ps2,654,1.00094443,-0.713103822,5.522278792,0.049510354,0.15100191,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ndufb5,4995,0.465489796,6.12697108,5.521226931,0.049527005,0.151030783,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adgrv1,24878,-0.567291101,4.55720129,5.51990774,0.049547898,0.151072581,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Yipf5,3842,0.519293556,5.858903693,5.518832176,0.04956494,0.151102631,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gstm1,1473,-0.568463969,4.729505287,5.515710594,0.049614446,0.151231624,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15050,552,-2.108164561,-2.125059545,5.514366891,0.049635776,0.151274707,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Aqp11,9418,-0.567471886,2.474043094,5.513670458,0.049646836,0.151286482,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zw10,3827,0.502496262,6.222214044,5.512861497,0.049659687,0.151303711,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfand4,4181,-0.669144325,1.505240324,5.511701736,0.049678118,0.151337934,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem119,2315,-1.39595585,-0.824475605,5.510836288,0.049691878,0.151357918,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Memo1,7079,0.43253862,5.209482758,5.508135476,0.049734849,0.151466861,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tcp11l1,6877,-0.572246246,3.421188033,5.503914541,0.049802104,0.151630352,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm38158,339,-2.574273037,-2.123418156,5.503568887,0.049807616,0.151630352,0_vs_12,ZfpOE,0_vs_12_ZfpOE
E230029C05Rik,5972,0.851193017,0.075540386,5.503361342,0.049810927,0.151630352,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kpna4,8940,0.547251339,7.320977573,5.502956633,0.049817383,0.151630352,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Inhbe,5319,-0.716013219,0.614308222,5.501974383,0.049833057,0.151656102,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tktl1,2473,-0.730619663,0.94420145,5.499431218,0.049873668,0.151757725,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48629,598,1.332678575,-1.105632644,5.498108569,0.049894806,0.151800073,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cdh11,8904,-1.37959409,-1.344912068,5.494976808,0.049944903,0.151930501,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trim54,1436,-1.226003098,-1.342956479,5.494228543,0.049956882,0.151944955,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48139,3915,1.478352827,-0.675631783,5.492338374,0.049987159,0.151984828,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp329,6732,-0.549964607,4.91292811,5.492209009,0.049989232,0.151984828,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ciart,2261,-0.775545411,3.501080499,5.491753667,0.04999653,0.151984828,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tcp11l2,3438,-0.518465672,3.466069829,5.491605211,0.049998909,0.151984828,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ano1,6322,-0.601920966,1.643300784,5.488860132,0.050042936,0.152096666,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpkow,3737,0.436351303,5.703777727,5.487784778,0.050060197,0.152110861,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Flcn,4322,-0.467247674,5.893687157,5.487667635,0.050062077,0.152110861,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Phyh,1893,-0.44978574,5.420078786,5.484336,0.050115606,0.152243839,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lrrc74a,2019,-1.097951802,-0.822230666,5.484042436,0.050120326,0.152243839,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm5576,1236,0.944487125,-0.403721856,5.48292706,0.050138265,0.152255149,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Abcb1a,5480,0.543976619,3.203579653,5.482846031,0.050139568,0.152255149,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Akt1s1,3072,0.688591694,5.253069774,5.482460185,0.050145776,0.152255149,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lrrc8c,7654,-0.508973711,4.0704637,5.481637475,0.050159016,0.152273357,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ddx23,6229,0.469454059,6.901869648,5.474674628,0.050271252,0.15258345,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpc4,2651,0.454264591,6.213462704,5.474400524,0.050275677,0.15258345,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slbp,6076,0.421033959,6.848080507,5.47335851,0.050292503,0.152600693,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dcp2,8702,0.606372955,7.92458935,5.471956528,0.050315154,0.152615227,0_vs_12,ZfpOE,0_vs_12_ZfpOE
D17H6S53E,2280,0.807646395,1.375932946,5.471954588,0.050315185,0.152615227,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Psen1,4557,-0.406524185,5.824806952,5.46994304,0.050347707,0.152691843,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tgoln1,5013,0.42800939,6.495271037,5.467884438,0.050381018,0.152770828,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bambi-ps1,592,-1.126762634,-1.147517113,5.465864598,0.05041373,0.15284286,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm28988,1897,-1.026152346,-0.051991203,5.465519988,0.050419314,0.15284286,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Man2b1,8026,-0.408326183,6.130492018,5.464505845,0.050435751,0.152870644,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Haus5,3455,0.620827468,3.104362831,5.462456456,0.050468988,0.152949335,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ralgps1,7657,-0.515480883,4.768507324,5.461164072,0.050489963,0.152990845,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tshz1,5848,-0.941827812,0.118251245,5.459591494,0.0505155,0.15302459,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm49619,383,0.873549442,0.647823499,5.459581837,0.050515657,0.15302459,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zscan4d,2272,0.60420014,2.742397152,5.458206063,0.050538012,0.153070253,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gabbr1,7764,-0.546372259,7.530782723,5.457532175,0.050548967,0.153081378,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp715,5119,0.59198471,5.05706532,5.455220435,0.05058657,0.15317319,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zscan25,1928,0.60610346,3.773632941,5.454019744,0.050606115,0.153210305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chchd10,1575,-0.394162747,7.705940725,5.453141164,0.050620423,0.153231555,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trim43b,2262,0.858689113,0.363734873,5.451041392,0.050654639,0.153313056,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp273,3799,0.62118673,2.227553744,5.449905475,0.050673162,0.15334704,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Anapc2,3445,0.391264604,6.369547216,5.449207061,0.050684555,0.153359442,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bid,3550,0.40546904,5.77792854,5.44496957,0.050753751,0.153537764,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mpp3,9385,-0.531088862,2.370847162,5.444541569,0.050760747,0.153537764,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Psmc1,1933,0.642850999,7.520986354,5.444256957,0.0507654,0.153537764,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gdpd2,4609,-1.803763402,-0.959559752,5.443623478,0.050775758,0.153547001,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9237,548,-1.579158081,-1.697598309,5.442801861,0.050789196,0.153565549,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adh1,2233,-1.474503048,-1.913136691,5.442027051,0.050801873,0.153577247,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arhgap26,9983,-0.541443665,3.645344097,5.441672494,0.050807675,0.153577247,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pcx,4753,-0.492963366,5.572224394,5.440445688,0.050827759,0.153605026,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rn7sk,331,-1.193081745,-0.956799993,5.440218563,0.050831478,0.153605026,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4931414P19Rik,3078,0.510872919,3.16199715,5.439135939,0.050849212,0.153607362,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hdac8,4839,-0.658404832,2.940811373,5.438956032,0.050852159,0.153607362,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnajb1,3204,0.489658239,5.517909055,5.438833237,0.050854171,0.153607362,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hacl1,4945,-0.682713087,1.462277981,5.436139162,0.050898341,0.153718693,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10570,2119,-2.232470627,-1.80347365,5.435138185,0.050914765,0.153746208,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc114,6086,-0.487081399,4.345766513,5.432233187,0.050962468,0.153868156,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zscan21,3198,0.452021896,4.853276591,5.430847276,0.050985247,0.15389615,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pstpip2,2340,-0.527111479,3.381573922,5.430767617,0.050986557,0.15389615,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem79,2912,0.917161125,3.078677238,5.430287539,0.05099445,0.15389615,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Xrcc5,2549,0.483625821,7.380704738,5.429836989,0.05100186,0.15389615,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pon3,3385,-0.785865241,1.753614063,5.429442931,0.051008342,0.15389615,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hprt,1289,0.494789005,7.363047731,5.428491285,0.051024,0.153921302,0_vs_12,ZfpOE,0_vs_12_ZfpOE
C330002G04Rik,2776,0.60705807,1.694531042,5.426856809,0.051050908,0.153980378,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ndufaf1,1501,0.498194815,4.593475161,5.425995643,0.051065092,0.154001066,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Unc45a,9263,0.464987245,5.127125615,5.425388852,0.05107509,0.154006525,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ly6a,1205,0.966934541,-0.115057613,5.424663636,0.051087042,0.154006525,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc134,5349,0.495534527,4.021832874,5.424552171,0.051088879,0.154006525,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp113,6754,0.514945894,2.961493701,5.423331821,0.051109001,0.15403285,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Card6,6101,0.721575461,0.874984532,5.42313386,0.051112266,0.15403285,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm29630,359,-0.797439977,0.32277439,5.422065797,0.051129886,0.154063866,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1700081N11Rik,688,-2.346197976,-2.265759431,5.418684903,0.051185715,0.154209985,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chordc1,7498,0.568188741,6.949056267,5.413282125,0.051275095,0.15445713,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Llph,2181,0.512798183,5.529441296,5.410827194,0.051315774,0.154544065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sds,1694,-1.864134647,-1.666958857,5.41021252,0.051325966,0.154544065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nme5,1154,-1.253967078,-1.147829289,5.409532024,0.051337253,0.154544065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pcdhac2,5888,-1.257323594,-1.148312743,5.409348256,0.051340301,0.154544065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tor1aip2,9218,0.447753807,7.40114293,5.409323609,0.05134071,0.154544065,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nbn,2533,0.472083911,4.581934738,5.408402124,0.051356,0.154567959,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1700071M16Rik,2883,1.699462358,-1.785550481,5.406941613,0.051380246,0.154618797,0_vs_12,ZfpOE,0_vs_12_ZfpOE
