gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Gm43417,5207,0.761657172,-1.942671167,1.146662838,0.318249937,0.49625934,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Seh1l,4121,0.228908508,7.475729184,1.146269475,0.318327274,0.496334215,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Parp8,8882,-0.437060913,-0.30155046,1.146178458,0.318345172,0.496334215,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6807,888,0.491175215,-0.480699338,1.145829559,0.318413797,0.496404394,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmco3,8393,-0.209661068,3.929019107,1.14504485,0.318568222,0.496584238,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp74,5628,0.213885379,4.520038,1.145003317,0.318576398,0.496584238,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1700029I15Rik,1348,-0.618242455,-0.930794023,1.144736806,0.318628873,0.496627767,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smok4a,2317,-0.615014185,-1.36638097,1.144621553,0.31865157,0.496627767,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mmp28,3874,-0.236583755,2.695778933,1.144399081,0.318695388,0.49665924,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm38162,4597,0.67642877,0.359361463,1.14414803,0.318744847,0.496664228,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Atp6v1d,4602,-0.183697558,5.804921735,1.144142995,0.318745839,0.496664228,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mrpl39,2533,0.242869959,6.190746248,1.143542967,0.318864095,0.49681167,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm21057,1009,0.673895782,-1.410622298,1.142871928,0.318996424,0.496981015,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm26642,2782,-0.570314923,-1.190429599,1.142290395,0.319111169,0.49709555,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp24,6271,0.233853741,5.606264435,1.142259681,0.319117231,0.49709555,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clca1,3777,-1.08151118,-1.992319524,1.141412647,0.319284479,0.497282383,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48296,695,-1.08151118,-1.992319524,1.141412647,0.319284479,0.497282383,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Xndc1,5278,-0.217959501,3.5741657,1.141179487,0.31933054,0.497309711,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Serpinb5,2750,0.715509496,-2.06823746,1.140972287,0.319371481,0.497309711,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stk38l,4880,-0.205819633,4.305891133,1.140925663,0.319380694,0.497309711,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kdm4a,5782,-0.17864071,7.002021674,1.140844941,0.319396647,0.497309711,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ghrl,1079,-0.486927795,0.358702817,1.140561623,0.319452648,0.497360069,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmprss12,1635,0.346836556,0.883631838,1.140374479,0.319489647,0.497380839,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1600002K03Rik,678,0.522180281,1.447773209,1.140128682,0.319538251,0.497419671,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Miga1,11605,-0.233652546,6.173199298,1.139841914,0.319594972,0.497471131,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fbxw10,4025,0.285213608,1.637782767,1.139497085,0.319663196,0.497540488,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm8290,477,0.681044348,-1.790194837,1.139336325,0.31969501,0.497553168,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Etfb,1164,-0.697548769,3.219400596,1.139026484,0.31975634,0.497599949,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tango2,7910,-0.286497055,3.347403291,1.138945327,0.319772407,0.497599949,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Igsf6,2175,-0.528114703,0.318415435,1.137679244,0.320023218,0.497953379,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pcnp,3115,-0.202074716,7.082425169,1.137200741,0.320118086,0.498051305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cftr,7765,-0.609516543,-0.993362237,1.137103195,0.320137431,0.498051305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Scnn1b,2633,-0.651872683,-1.762109247,1.13688443,0.320180822,0.498051305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wdr13,5277,0.189589194,5.583405179,1.136778676,0.320201801,0.498051305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc130,2694,-0.310171797,3.152465789,1.136617751,0.320233728,0.498051305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sos1,10594,0.222825008,6.080468786,1.136596351,0.320237974,0.498051305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mosmo,7773,-0.221289992,5.323090692,1.136525725,0.320251988,0.498051305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mtr,8524,0.188516132,6.935335254,1.135907846,0.320374629,0.49817582,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plgrkt,3799,0.261336706,3.306657699,1.135787604,0.320398503,0.49817582,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc4a11,4998,0.194917652,4.914181946,1.135547548,0.320446176,0.49818511,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zbtb44,9341,0.207864869,7.395543258,1.135495507,0.320456512,0.49818511,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bicd2,6316,-0.193308396,5.327327236,1.135189317,0.320517336,0.498242825,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm14391,7822,0.353113262,0.825833895,1.134990531,0.320556834,0.498267381,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Serf1,1300,0.549344557,0.716029342,1.134830812,0.320588575,0.498279877,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trp53cor1,3732,0.650044732,-1.356620274,1.134564583,0.320641493,0.498325283,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pum2,7260,0.290361176,7.823805633,1.134098279,0.320734211,0.498432534,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pced1b,2197,0.256665976,5.163884793,1.133609498,0.320831442,0.498546781,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm26648,5831,0.330056938,0.734890373,1.133413159,0.320870511,0.498570639,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Msra,4295,-0.329538638,2.161847048,1.133008699,0.320951016,0.498658874,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Racgap1,7079,0.184112794,7.43710487,1.132618044,0.321028803,0.498706017,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Padi1,3754,-0.651179194,-1.761262057,1.132382526,0.321075712,0.498711981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp993,1275,0.290390984,2.600799473,1.132360566,0.321080087,0.498711981,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wdr7,10188,0.230088279,4.90813965,1.132228741,0.321106348,0.498715925,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc37a3,5409,0.180603459,6.332502914,1.131526116,0.321246376,0.498896548,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15564,821,0.722992299,-1.863714051,1.131337034,0.321284074,0.498898196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ptprb,13333,0.538157998,-1.228461073,1.13115304,0.321320765,0.498898196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sh3glb1,7467,-0.191771117,5.964109197,1.131083075,0.321334718,0.498898196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ilrun,5287,-0.236045157,7.763631469,1.130914563,0.321368329,0.498898196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4931406P16Rik,8239,0.217424274,5.815047064,1.130735624,0.321404025,0.498898196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm5639,2403,0.676337475,-1.982739282,1.130699769,0.321411178,0.498898196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15201,1210,-0.668765712,-2.074345894,1.130687858,0.321413555,0.498898196,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clec10a,2899,-1.139488629,-2.262241,1.130302561,0.321490441,0.498980697,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ubap2l,18659,0.211180943,7.856241171,1.129985742,0.321553683,0.499011293,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp637,2565,0.226010858,2.94609102,1.129965987,0.321557627,0.499011293,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pnpla6,9698,0.187425213,6.634353766,1.12975235,0.321600283,0.499035348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Frmd4b,14302,-0.215374535,3.674771452,1.129543033,0.321642086,0.499035348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mypop,2655,0.328846043,2.237249063,1.129360534,0.321678539,0.499035348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Col6a1,4380,-0.370715361,0.254549949,1.129321168,0.321686403,0.499035348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1500002C15Rik,2183,0.353975482,0.332104459,1.129127669,0.321725061,0.499035348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4930506C21Rik,1984,0.678978437,-0.315247961,1.129080815,0.321734423,0.499035348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15842,618,0.67663276,-1.983104371,1.129056455,0.321739291,0.499035348,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Camk2d,22493,-0.295941316,3.759382293,1.128411597,0.321868184,0.499134241,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dglucy,4599,-0.227892945,2.865029344,1.128381126,0.321874276,0.499134241,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Epn2,5228,-0.186875824,6.494837029,1.128095011,0.321931491,0.499186144,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc9a8,9095,0.204535645,5.164066734,1.127855447,0.321979409,0.499223624,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mrpl38,2550,-0.269824466,6.033351126,1.127733895,0.322003726,0.499224508,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bbip1,4402,0.218440651,3.579984687,1.127040268,0.322142542,0.499402895,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Wdr53,1523,0.254097793,3.559078349,1.126524326,0.322245856,0.499526223,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Usp9x,15051,0.353103665,10.40746487,1.125787663,0.322393455,0.499718175,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ghdc,2692,-0.264277635,3.938540977,1.125320206,0.322487168,0.499804472,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm13910,1428,0.346627816,0.273490298,1.125272784,0.322496678,0.499804472,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plod2,5392,-0.230814828,6.829972062,1.124852961,0.32258088,0.499862654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lrtm2,4102,0.391192413,0.521167802,1.124802533,0.322590997,0.499862654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnajc3,5141,-0.213265537,6.850507175,1.124651012,0.322621396,0.499862654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prkcg,3612,-0.212477099,4.250170107,1.124611484,0.322629327,0.499862654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pkp2,5360,0.196711845,4.982419986,1.124137408,0.322724473,0.49997322,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Klhl20,12847,-0.191889396,5.497842935,1.123418575,0.322868821,0.500159989,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nbr1,6871,0.201843566,7.629294972,1.122387812,0.323075976,0.50039677,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lypd6,3729,0.2954053,1.706355251,1.122337817,0.323086029,0.50039677,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gnb1,4268,0.186410418,8.497180017,1.122238002,0.323106101,0.50039677,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Maskbp3,2235,-0.298606338,1.389876244,1.122184405,0.32311688,0.50039677,0_vs_12,ZfpOE,0_vs_12_ZfpOE
A930033H14Rik,2969,-0.40342142,-0.287352465,1.121974397,0.323159118,0.50042532,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hbq1a,604,-0.836798462,-2.118410191,1.121151065,0.323324794,0.500644999,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tnk2,6377,0.30719999,7.164122357,1.120812406,0.323392978,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpha2,770,0.40723735,-0.369599332,1.120599866,0.323435781,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cit,16417,-0.187245696,6.458782949,1.12056804,0.323442191,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ms4a6d,1735,0.606835208,-1.826918389,1.120491154,0.323457678,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lrr1,1500,0.250746012,4.078726952,1.120361039,0.323483888,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Particl,1560,-0.434846591,-0.17798875,1.120133296,0.323529773,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kbtbd13,2969,-0.43455999,-0.661155688,1.120117736,0.323532908,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rpl6,3140,0.216836592,10.64148308,1.120078004,0.323540915,0.500684626,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smim14,15976,-0.189159353,5.66999078,1.119574753,0.323642347,0.50080473,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Acbd7,534,-0.358278289,0.069207715,1.119411232,0.323675316,0.500807692,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Olfml3,6161,0.831031587,-1.329185703,1.119242365,0.323709368,0.500807692,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fbxl7,6526,-0.380024903,0.692112983,1.119210831,0.323715727,0.500807692,0_vs_12,ZfpOE,0_vs_12_ZfpOE
3110009E18Rik,2428,0.31187739,0.766644684,1.118863066,0.323785873,0.500879352,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem209,9856,-0.221383754,7.128685993,1.118267803,0.323905993,0.501028305,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Polr2a,7067,0.187015093,9.217591846,1.11809476,0.323940924,0.501045472,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chd2,14300,-0.186365581,6.751187907,1.117312034,0.324099002,0.501253094,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10509,843,0.461823664,0.590543213,1.116690587,0.32422459,0.501410443,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp68,7962,-0.261304072,4.420040036,1.116348619,0.32429373,0.501480477,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mpzl2,6968,0.236483611,4.424061293,1.11589125,0.324386237,0.50155757,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ptbp3,7480,0.296451962,7.384375159,1.115866226,0.324391299,0.50155757,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Amacr,2606,-0.225094304,3.454502977,1.115673565,0.324430279,0.501570379,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7332,454,0.552247343,1.173981321,1.115589452,0.3244473,0.501570379,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mir1950,74,0.871049855,-1.303405308,1.115151601,0.324535921,0.50167049,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Eif3g,1984,0.338442355,7.167817285,1.115013059,0.32456397,0.50167696,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ell,3108,-0.282625967,5.475707251,1.11477477,0.324612221,0.501714654,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lamtor2,1218,-0.336942136,6.144304625,1.113725343,0.324824851,0.502006383,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adgrf3,3285,-0.452693165,-0.111722605,1.11355332,0.324859725,0.502023375,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Npat,6248,0.295791495,6.546825433,1.113401889,0.324890429,0.502033921,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm13127,1389,0.356151458,1.627750628,1.113021796,0.324967517,0.502116134,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm16161,290,0.484355172,-0.862287047,1.11287895,0.324996495,0.502124004,0_vs_12,ZfpOE,0_vs_12_ZfpOE
C130032M10Rik,905,0.625723416,-1.652681565,1.112444354,0.325084683,0.502223345,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hcfc1r1,958,-0.645068181,4.329712542,1.11230691,0.32511258,0.502229537,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lin28b,9065,0.254006331,4.485339802,1.111573795,0.325261444,0.502422581,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm11635,558,-0.830492833,-2.119745718,1.111438295,0.325288969,0.502428183,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm23935,57,-0.972286042,8.297361569,1.110600534,0.325459229,0.50265423,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fndc7,6693,0.722711334,-1.864224241,1.110416368,0.325496676,0.50266679,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ggcx,3244,-0.208154308,4.155165219,1.110325363,0.325515183,0.50266679,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rybp-ps,681,-0.384699418,2.69799475,1.109913911,0.325598874,0.502735505,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Scamp5,3707,-0.209942736,6.202002864,1.109871475,0.325607508,0.502735505,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ndufa4,1381,0.232282494,6.995645845,1.108536658,0.325879251,0.50304097,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Qtrt1,1973,0.292506244,5.117575494,1.108507602,0.32588517,0.50304097,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm9625,955,0.236457381,6.45526549,1.108446634,0.325897591,0.50304097,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ap1m2,3140,-0.19701925,4.561343699,1.108342642,0.325918778,0.50304097,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Siglece,1849,-0.643763023,-1.215164064,1.108312155,0.32592499,0.50304097,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm24494,81,0.590698148,0.765453504,1.108141007,0.325959864,0.503057864,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2310057M21Rik,13618,0.203005587,4.260141122,1.106851108,0.326222888,0.503426835,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Capg,2529,-0.218066448,4.521786238,1.106454355,0.326303854,0.503514821,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Igfbp5,6006,-0.353513792,0.246048045,1.105209769,0.326558037,0.503863773,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trabd,5591,-0.305149417,5.181118146,1.10511244,0.326577927,0.503863773,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mlf2,4106,0.343080319,7.905748867,1.104790496,0.326643733,0.503916938,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tax1bp3,2989,0.255073363,2.514569465,1.104701999,0.326661826,0.503916938,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm42872,1967,-0.545894755,-1.142769067,1.104483388,0.326706525,0.503916938,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cdk5rap2,13012,-0.181721475,6.313109415,1.104474877,0.326708265,0.503916938,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trdmt1,3835,0.28331442,3.877722165,1.103577647,0.326891821,0.504163066,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rassf4,9209,-0.216823476,3.991042584,1.103105119,0.326988553,0.504212282,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Imp3,924,0.280309556,5.709849862,1.102891985,0.327032199,0.504212282,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6767,1381,0.392654959,-0.290923381,1.102791667,0.327052745,0.504212282,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lrfn3,2886,-0.300780512,2.145660589,1.102729468,0.327065485,0.504212282,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Anp32a,3166,-0.273085245,7.9777609,1.102579336,0.327096239,0.504219404,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stard7,5567,0.182701453,6.479087465,1.10228017,0.327157535,0.504270971,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vsig8,1879,-0.632070862,-1.870940416,1.102144458,0.327185347,0.504270971,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ptprf,9148,-0.178469162,8.406741157,1.102064906,0.327201651,0.504270971,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Znrd1as,1713,-0.328256644,3.570010524,1.101943383,0.32722656,0.504272392,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Atp6v0a2,6726,-0.196483353,5.512337674,1.101580407,0.327300977,0.504316593,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Psmb7,3421,0.193597927,7.074820596,1.101456177,0.327326453,0.504316593,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chml,6975,0.281250966,4.163169301,1.10145249,0.327327209,0.504316593,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pom121,5580,0.185256007,6.868989549,1.101170829,0.32738498,0.504367111,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17477,2581,0.391094767,1.114546447,1.101058711,0.32740798,0.504367111,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Exosc3,1324,0.214308825,5.42437775,1.099869633,0.327652065,0.504706137,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cox6a1,702,-0.264908077,7.966712329,1.099278777,0.327773453,0.504856129,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp60,8390,0.259439318,4.686736842,1.099102974,0.327809584,0.50487479,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rskr,4299,0.498274874,-0.383161161,1.098940892,0.327842901,0.504889115,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Vps35,8899,0.27053798,8.085959968,1.098792579,0.327873391,0.504899085,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rac3,1293,0.365980888,2.841340251,1.098398308,0.327954468,0.504986946,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm23964,107,-0.398316251,0.136347586,1.097903344,0.328056293,0.505080197,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpx6,1368,-0.478607385,-0.521434356,1.097870372,0.328063078,0.505080197,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm19656,4610,-0.435264042,-0.505292359,1.097148447,0.328211685,0.505271987,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sall4,5536,0.178080333,8.552368412,1.095449715,0.328561769,0.505773894,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sox12,4453,0.325571008,5.461440955,1.094913643,0.328672363,0.505870055,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm45456,243,0.575999732,0.198291423,1.094710633,0.328714259,0.505897502,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17195,428,-0.582789949,-0.952687634,1.094218602,0.328815837,0.506016788,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myh6,6726,-0.374489864,1.68201165,1.093837745,0.328894496,0.506058258,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fbxo3,7237,-0.228041824,5.726801059,1.093834237,0.32889522,0.506058258,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fbxw7,7046,0.183175192,5.698151558,1.093738488,0.328915,0.506058258,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Loxl4,4213,-0.326383148,0.600753943,1.093002682,0.329067062,0.506224004,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trip11,10150,0.267157048,5.350270278,1.092984181,0.329070886,0.506224004,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnm1l,5203,0.279307801,7.483100435,1.091864337,0.329302522,0.506543274,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ifitm1,1094,0.198173616,4.797764671,1.091667775,0.329343206,0.506568789,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc163,2519,-0.21140687,4.169046775,1.091495719,0.329378823,0.50658651,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Chst12,2362,0.293097315,3.592665915,1.09120412,0.329439201,0.506642306,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fuom,3272,0.242973087,2.21396553,1.09020114,0.329647004,0.506887725,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tigd3,2160,-0.325896731,1.879249131,1.089478782,0.32979679,0.506986617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10074,249,0.398210738,-0.033132293,1.089415077,0.329810004,0.506986617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Abcd3,6593,0.231123524,6.314306216,1.089409802,0.329811099,0.506986617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm14269,306,0.904873659,-1.586047247,1.089354275,0.329822618,0.506986617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm19935,979,0.566232495,-0.406491959,1.089309549,0.329831896,0.506986617,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6969,342,-0.546235378,-1.475825219,1.088988912,0.329898426,0.507051807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cdc42ep1,2560,0.276931158,2.862918888,1.088487113,0.330002587,0.507174821,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dennd1a,15344,-0.249439218,4.211500589,1.087925614,0.330119199,0.507316953,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pdlim1,5260,0.217734464,5.208355636,1.087480644,0.330211654,0.507421944,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm12264,500,-0.499430384,-1.165830204,1.087224423,0.33026491,0.507466686,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mycbp2,19364,-0.252821878,7.862704871,1.087016239,0.33030819,0.507496096,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Psmd9,7248,0.259927902,4.405602811,1.08660911,0.330392855,0.507584293,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmtc3,8939,0.301162149,6.471351528,1.086508019,0.330413883,0.507584293,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tpm1,6485,-0.200080385,5.894768978,1.086155516,0.330487221,0.507654418,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Insc,3722,-0.252498271,1.830275944,1.086056503,0.330507826,0.507654418,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48420,600,0.596760238,-1.588575184,1.085304883,0.330664299,0.507857653,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm45592,1043,-0.557170238,-1.075446908,1.08504671,0.330718071,0.507903135,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ptprn,4249,0.274433497,3.63678751,1.084866977,0.330755514,0.507923534,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm12366,873,-0.380944485,2.826583828,1.084262119,0.330881569,0.508079996,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tob1,2288,0.216979136,5.341337998,1.083558519,0.331028293,0.50820295,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zbtb8b,6489,-0.213172602,3.606276789,1.083553195,0.331029404,0.50820295,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sox30,2997,-0.667844161,-0.853204943,1.083497665,0.331040988,0.50820295,0_vs_12,ZfpOE,0_vs_12_ZfpOE
